datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,WSL,Wind
2025-12-18 05:00:00,63.399706,4747.135236,2212.477247,9994.973459,0.0,5107.080528,584.235733,0.000288,-170.755903,21197.707631
2025-12-18 06:00:00,63.283243,5137.403678000001,2234.521681,10649.537987,58.15789,5106.9404269999995,2485.897007,0.004059,-33.706121,20946.36206
2025-12-18 07:00:00,61.988067,5511.650775,2143.432299,11392.418159,68.660361,5104.832059,3523.046629,63.095349999999996,-47.967408,20721.345068000002
2025-12-18 08:00:00,61.586393,5640.146032,1811.0365080000001,10651.865677,16.882232,5105.695684,1364.901637,4080.721968,-351.41618,20389.069062000002
2025-12-18 09:00:00,62.530429,5337.261902,1529.729208,8753.292476,0.0,5106.653007,244.434552,11888.369556,-1174.789332,17591.742457
2025-12-18 10:00:00,62.269718,5119.532507,1551.432105,7475.514783,0.0,5107.105301,228.041626,14390.468916,-1866.76611,17418.749968
2025-12-18 11:00:00,61.628367,4079.8153270000003,1268.526392,7121.555273,0.0,5105.159008,89.906494,16814.271011,-3113.962457,18209.459604
2025-12-18 12:00:00,61.641453999999996,3614.233438,1191.377923,7152.303734,0.0,5105.306432,104.401145,17508.916063,-3256.497826,18398.800947
2025-12-18 13:00:00,62.969104,3359.667861,1364.8837760000001,7279.918457,0.0,5105.684896000001,96.530415,17673.045682,-2793.259046,18331.120599
2025-12-18 14:00:00,63.271855,3330.7543570000003,1351.057451,7795.727140999999,0.119809,5106.165815,172.039231,17791.635124,-2064.62156,17499.95242
2025-12-18 15:00:00,63.208078,3209.057483,1466.592838,9718.017549,0.0,5102.856239,226.50037600000002,16684.803923,-1463.171321,16327.411367
2025-12-18 16:00:00,62.208014,3273.414453,2027.822346,12566.271109000001,14.727943,5104.380626,464.44531500000005,12345.481795,-686.502216,16029.699012000001
2025-12-18 17:00:00,61.85667,5062.3779030000005,4093.2734570000002,18344.461724,55.647464,5105.482301,2396.591993,2283.91672,-148.545053,13947.720408
2025-12-18 18:00:00,61.859669,6160.777793,5094.560442,20000.129171,64.116489,5103.738717,3434.6982940000003,0.786807,-177.974826,12388.989642
2025-12-18 19:00:00,61.984944,6226.106559,5402.644259000001,19592.320702,32.467236,5103.871075,2117.478799,0.015576,-88.407941,13335.777613
2025-12-18 20:00:00,61.469596,6038.964008,5518.384936,19673.079857,21.036001,5104.613439,2170.02289,0.026413,-146.66421400000002,13099.801335
2025-12-18 21:00:00,65.18723299999999,5956.43034,5738.554153,19598.227972,20.271693,5106.0976709999995,2908.410721,0.018631,-222.397942,11818.977481
2025-12-18 22:00:00,95.849773,5874.468954,6260.897324,19261.528203,20.199395000000003,5105.508099,2128.817986,0.015555,-329.75381500000003,10746.313827
2025-12-18 23:00:00,102.42726,5867.234699000001,6326.754851,18566.684769,19.937359999999998,5108.048094,1015.615281,0.001207,-520.653064,10640.801387
2025-12-19 00:00:00,99.591494,5854.243722,4528.954284,16099.480669,25.809601999999998,5104.722400000001,523.697214,0.017038,-1172.691394,14681.513422
2025-12-19 01:00:00,86.35955799999999,5993.361519,4562.372877,18125.531387,17.751158,5102.7310689999995,220.44320199999999,0.0019370000000000001,-857.4114199999999,11545.591116
2025-12-19 02:00:00,62.809873,5983.436089999999,4128.2159599999995,17227.530797,17.723886,5103.343058,190.318047,0.0691,-1058.4494439999999,13043.407965
2025-12-19 03:00:00,62.624284,5399.478852,3914.61983,16665.71845,18.002603999999998,5106.400388,166.76416999999998,0.004765,-887.1385760000001,14690.984754
2025-12-19 04:00:00,62.62429,5465.4301510000005,3790.837772,16984.506547999998,45.873604,5107.670688,140.093029,0.00672,-970.254749,15463.671039
2025-12-19 05:00:00,62.542189,5321.72056,3766.94736,16794.971236999998,90.980032,5108.276693,243.01683,7.8e-05,-606.4294610000001,17488.14858
2025-12-19 06:00:00,62.346323,5570.478617,3869.817026,17183.661575,142.249794,5108.229433,1120.769078,0.029496,-175.201043,19310.469196000002
2025-12-19 07:00:00,62.382391999999996,6124.587608,3847.130274,17065.603737,107.36992599999999,5108.65387,1172.402571,212.742946,-135.585797,21578.964867
2025-12-19 08:00:00,62.359584,5351.622112,2852.2702170000002,12331.852321,36.885634,5106.913939,339.290346,7753.808777,-770.705852,22338.276259
2025-12-19 09:00:00,62.911698,4601.245521,1418.636679,7018.551622999999,18.35969,5108.277841,319.235932,18381.273714,-1663.817198,19117.816912000002
2025-12-19 10:00:00,62.694035,4481.937986999999,1283.6255529999999,5645.078558,18.506882,5109.915231999999,503.526348,20041.229405,-2660.164647,18585.0234
2025-12-19 11:00:00,62.486102,4492.718934,1231.481623,5326.283036999999,19.640971,5107.30521,43.280236,19749.764851,-3186.414068,18993.336228
2025-12-19 12:00:00,62.567652,4392.956527,1186.915562,5337.839431,19.600392,5108.338336,101.064017,18744.998201,-2810.325596,18588.860102000002
2025-12-19 13:00:00,62.832675,3972.746841,1202.453686,5462.80171,19.693057,5108.6799470000005,441.668244,18141.743999,-2216.291142,17974.712615
2025-12-19 14:00:00,61.916987,3920.072003,1188.021684,5561.551018,19.747504,5108.474988,525.0574,17804.763945,-2088.838929,17796.184478
2025-12-19 15:00:00,61.649224000000004,4057.398044,1081.290469,5980.811135,19.389946000000002,5107.688803,288.819904,17541.728066,-2094.613629,17731.529201
2025-12-19 16:00:00,62.666099,4687.811071,1118.814491,7543.41078,31.310955,5108.649228,860.554414,12708.71584,-840.288234,18302.116575
2025-12-19 17:00:00,62.58567,6682.3333139999995,1499.747866,11425.472725,35.502234,5108.314474,2329.8456180000003,2437.562495,-330.650547,21078.355102
2025-12-19 18:00:00,62.832711,7340.915867,1462.044459,12110.558971,35.702796,5106.70717,2413.054601,0.7972629999999999,-345.388329,23444.287046999998
2025-12-19 19:00:00,62.870683,6526.588972,1310.149195,11812.487142,34.84947,5104.030919000001,2145.157271,0.007515,-216.289674,24635.63977
2025-12-19 20:00:00,63.024823,6261.887152,1237.9331459999999,11487.108955,34.842504,5106.464662,1905.666706,0.010525,-239.91049400000003,25287.976513
2025-12-19 21:00:00,62.967142,6495.147571,1201.604008,11294.30892,34.437006,5106.010444,896.034395,0.002463,-249.211403,26007.604699
2025-12-19 22:00:00,62.903007,6331.509414,1169.014063,10709.383619,58.163752,5105.77649,365.779354,0.004003,-328.260852,26055.802827
2025-12-19 23:00:00,62.929913,5776.453772,1168.120846,9787.453061,56.616427,5106.708049,273.291255,0.005072,-205.112852,25835.687469
2025-12-20 00:00:00,63.123807,5835.840457,1220.215711,9892.67958,22.82879,5105.778995,262.323223,0.052076000000000004,-672.331756,24442.429498
2025-12-20 01:00:00,62.904634,5351.513397,1074.091663,8584.894294,17.9639,5106.266331000001,78.93934999999999,0.000318,-998.4043670000001,25977.483719
2025-12-20 02:00:00,62.947098,4824.304973,1062.769572,8280.439943000001,18.563927,5106.094601,169.790651,0.000312,-769.012047,25711.839008
2025-12-20 03:00:00,62.934433,4914.625807,1074.7014980000001,8185.885407,18.453441,5106.517894,89.699239,0.007699,-677.761744,25270.341154
2025-12-20 04:00:00,62.994718999999996,5034.411558,1083.398304,8304.197771,17.633237,5106.451421,43.427853,0.001954,-602.094867,24957.833525000002
2025-12-20 05:00:00,63.014247,5326.380544,1083.6125729999999,8487.857129,65.307185,5106.394314,171.100089,0.001232,-330.287202,24750.147118
2025-12-20 06:00:00,62.926972,5551.878216,1104.7451310000001,8649.079407000001,136.611789,5107.630011,606.716445,0.000282,-179.545335,25349.611857
2025-12-20 07:00:00,62.978542,5738.751469,1131.641691,8756.168747,133.061627,5108.091713,1298.356999,88.169991,-106.010025,25526.663152
2025-12-20 08:00:00,62.996268,5705.284188,1122.103082,8294.305227,47.752784,5109.00224,732.794236,4515.485902,-607.083724,23752.936314
2025-12-20 09:00:00,62.689735,5017.49016,1086.6850279999999,6582.998433,19.575792,5112.939904,383.86460500000004,13327.361501,-1566.6767519999999,19231.969646999998
