episode,start_idx,reward,mean_td_error,mean_delta_q,mean_entropy,steps
54,0,80318.37069462016,,0.6900994218691497,1.1102230246240434e-16,335
55,0,83879.87681558482,,0.6747918414465393,1.1102230246240434e-16,335
56,0,79325.32711539918,,0.6882593886725562,1.1102230246240434e-16,335
57,0,82718.30672698123,,0.7057080650601268,1.1102230246240434e-16,335
58,0,87482.91943152496,,0.7019186473225711,1.1102230246240434e-16,335
59,0,83315.11073353709,,0.6903680549722029,1.1102230246240434e-16,335
60,0,85974.85740438833,,0.7176226139032361,1.1102230246240434e-16,335
61,0,79383.00683339714,,0.6932593905272246,1.1102230246240434e-16,335
62,0,79872.58384721243,,0.6870434592108831,1.1102230246240434e-16,335
63,0,82559.28606984588,,0.6929565102321567,1.1102230246240434e-16,335
64,0,84908.64958698084,,0.6989407219900406,1.1102230246240434e-16,335
65,0,82926.25652640915,,0.7076647987088611,1.1102230246240434e-16,335
66,0,85744.46009627181,,0.7068698490770885,1.1102230246240434e-16,335
67,0,84712.49928417084,,0.6973981342785199,1.1102230246240434e-16,335
68,0,82493.02259408172,,0.7032266179984712,1.1102230246240434e-16,335
69,0,81710.57815505874,,0.6851324864913487,1.1102230246240434e-16,335
70,0,84403.1003793488,,0.6942102784814277,1.1102230246240434e-16,335
71,0,78362.6582004226,,0.6959005464287759,1.1102230246240434e-16,335
72,0,84215.93884231454,,0.7097322881381884,1.1102230246240434e-16,335
73,0,79707.63652113471,,0.694302905623018,1.1102230246240434e-16,335
74,0,83697.64027597634,,0.7089784352291727,1.1102230246240434e-16,335
75,0,82712.31742977179,,0.7057985260603769,1.1102230246240434e-16,335
76,0,84471.89675302916,,0.7055501725620826,1.1102230246240434e-16,335
77,0,80742.58575111823,,0.7034853092231436,1.1102230246240434e-16,335
78,0,80188.0192358091,,0.6946365624926338,1.1102230246240434e-16,335
79,0,81466.55933098363,,0.709015129923909,1.1102230246240434e-16,335
80,0,85360.76022187171,,0.6895910218625512,1.1102230246240434e-16,335
81,0,77068.30015337451,,0.7065422118252065,1.1102230246240434e-16,335
82,0,80443.26148748981,,0.7136048691473907,1.1102230246240434e-16,335
83,0,84273.5483877444,,0.7097388588907493,1.1102230246240434e-16,335
84,0,80599.77295096265,,0.7067111670873287,1.1102230246240434e-16,335
85,0,82583.0348559024,,0.7125571484239587,1.1102230246240434e-16,335
86,0,81411.04754551957,,0.7078882312578644,1.1102230246240434e-16,335
87,0,76395.98285818468,,0.7128151580869592,1.1102230246240434e-16,335
88,0,79786.10021178643,,0.6997254563604858,1.1102230246240434e-16,335
89,0,85134.2322321644,,0.7113844536879297,1.1102230246240434e-16,335
90,0,82465.418431276,,0.7094768292043933,1.1102230246240434e-16,335
91,0,79315.34927450749,,0.6999645521655901,1.1102230246240434e-16,335
92,0,86016.96202190756,,0.7079004392213231,1.1102230246240434e-16,335
93,0,85649.47529427029,,0.7451033571266616,1.1102230246240434e-16,335
94,0,80698.44204640471,,0.7218005070915189,1.1102230246240434e-16,335
95,0,81298.88643101869,,0.7188335188899029,1.1102230246240434e-16,335
96,0,83921.52615363666,,0.7080139492194214,1.1102230246240434e-16,335
97,0,83233.65708134655,,0.7069500255307253,1.1102230246240434e-16,335
98,0,80405.41302345722,,0.7143256664822163,1.1102230246240434e-16,335
99,0,80215.44424822702,,0.7219320520385677,1.1102230246240434e-16,335
100,0,80823.57864356617,,0.7049392990224264,1.1102230246240434e-16,335
101,0,84936.0919331724,,0.7118185268253463,1.1102230246240434e-16,335
102,0,80906.40731090747,,0.7058587381390626,1.1102230246240434e-16,335
103,0,82436.15185969026,,0.7267705201621172,1.1102230246240434e-16,335
104,0,84546.74556642426,,0.7103310849846799,1.1102230246240434e-16,335
105,0,81811.22489100567,,0.7261922878215412,1.1102230246240434e-16,335
106,0,81843.07495265594,,0.7091707109882222,1.1102230246240434e-16,335
107,0,82097.93931253749,,0.7176804552743314,1.1102230246240434e-16,335
108,0,85857.95664472482,,0.7283879166333763,1.1102230246240434e-16,335
109,0,83193.60282632888,,0.7283308503527897,1.1102230246240434e-16,335
110,0,82851.77625998997,,0.7280341243497281,1.1102230246240434e-16,335
111,0,79912.29063808043,,0.7145142281937449,1.1102230246240434e-16,335
112,0,86381.58319714565,,0.7311551113827985,1.1102230246240434e-16,335
113,0,82755.56233081955,,0.7078895852799095,1.1102230246240434e-16,335
114,0,81606.44243739208,,0.7287466333161783,1.1102230246240434e-16,335
115,0,83340.15447575692,,0.7242237772643789,1.1102230246240434e-16,335
116,0,82878.55397522687,,0.7359923743454835,1.1102230246240434e-16,335
117,0,80037.77487940152,,0.7307203110573498,1.1102230246240434e-16,335
118,0,82890.63334585619,,0.7361082598108389,1.1102230246240434e-16,335
119,0,85681.20142799505,,0.7299559558951255,1.1102230246240434e-16,335
120,0,81615.41251746757,,0.7371155908036183,1.1102230246240434e-16,335
121,0,83512.20635072209,,0.7444620853610728,1.1102230246240434e-16,335
122,0,83512.22709301203,,0.7492162609132643,1.1102230246240434e-16,335
123,0,82526.1635413061,,0.7230621700828814,1.1102230246240434e-16,335
124,0,79709.25880062673,,0.7354164230222261,1.1102230246240434e-16,335
125,0,83449.5945898559,,0.7165640165927359,1.1102230246240434e-16,335
126,0,78030.22675303537,,0.7186283871136807,1.1102230246240434e-16,335
127,0,81853.3821906865,,0.7084892157176109,1.1102230246240434e-16,335
128,0,82606.87014054215,,0.7177219100817671,1.1102230246240434e-16,335
129,0,84740.67810054721,,0.7469989842217015,1.1102230246240434e-16,335
130,0,86494.03791052251,,0.7478026385446511,1.1102230246240434e-16,335
131,0,85944.63426629163,,0.7394770242724226,1.1102230246240434e-16,335
132,0,80685.35817048393,,0.7326059323140273,1.1102230246240434e-16,335
133,0,78930.74094650407,,0.7318051640976319,1.1102230246240434e-16,335
134,0,81896.92080765408,,0.7292615186897864,1.1102230246240434e-16,335
135,0,81820.53682736143,,0.741524002900062,1.1102230246240434e-16,335
136,0,83348.14683525213,,0.7355503840542454,1.1102230246240434e-16,335
137,0,81222.60982181427,,0.7471328377225304,1.1102230246240434e-16,335
138,0,84340.0994255676,,0.7536440307489094,1.1102230246240434e-16,335
139,0,80943.88079777863,,0.7525442924427774,1.1102230246240434e-16,335
140,0,81808.52874905331,,0.7420241732499915,1.1102230246240434e-16,335
141,0,83685.27435656551,,0.7435988633371359,1.1102230246240434e-16,335
142,0,79208.51326138095,,0.7576629687188471,1.1102230246240434e-16,335
143,0,85213.17380795615,,0.7701109149380152,1.1102230246240434e-16,335
144,0,83517.18978320836,,0.7336469983099025,1.1102230246240434e-16,335
145,0,83140.571572167,,0.7544348944119812,1.1102230246240434e-16,335
146,0,85260.95407307918,,0.7498248051135297,1.1102230246240434e-16,335
147,0,80633.27632435731,,0.7494860550937765,1.1102230246240434e-16,335
148,0,81506.36767611586,,0.7543868657228877,1.1102230246240434e-16,335
149,0,81143.4332474453,,0.7437141385459867,1.1102230246240434e-16,335
150,0,83492.39948175361,,0.7503449526586259,1.1102230246240434e-16,335
151,0,77657.72668701324,,0.7448110458475731,1.1102230246240434e-16,335
152,0,82423.89087456012,,0.7354383912907103,1.1102230246240434e-16,335
153,0,80594.68291675815,,0.7351078376409361,1.1102230246240434e-16,335
154,0,79821.91340721602,,0.7396651663280464,1.1102230246240434e-16,335
155,0,82251.22258861389,,0.7475349033615386,1.1102230246240434e-16,335
156,0,85793.51449688544,,0.7500154213998174,1.1102230246240434e-16,335
157,0,76875.71705972274,,0.7399677490408806,1.1102230246240434e-16,335
158,0,82741.2243044922,,0.7633187641480248,1.1102230246240434e-16,335
159,0,81215.17645536328,,0.7542336348998507,1.1102230246240434e-16,335
160,0,82462.8141247604,,0.7377754597417335,1.1102230246240434e-16,335
161,0,82087.92640239178,,0.7449545132462284,1.1102230246240434e-16,335
162,0,85163.09097610865,,0.7671301834499379,1.1102230246240434e-16,335
163,0,78440.34829936545,,0.7531565267542909,1.1102230246240434e-16,335
164,0,84902.99495247814,,0.7587218247656393,1.1102230246240434e-16,335
165,0,84299.07441930288,,0.7499179291729631,1.1102230246240434e-16,335
166,0,80193.3169518573,,0.7625345589802173,1.1102230246240434e-16,335
167,0,79670.72526640305,,0.7438137743915093,1.1102230246240434e-16,335
168,0,81679.16626487959,,0.7583018285431297,1.1102230246240434e-16,335
169,0,79772.83989614235,,0.7689763099464,1.1102230246240434e-16,335
170,0,83622.68972506934,,0.7470008968139366,1.1102230246240434e-16,335
171,0,85138.38009950051,,0.763966053197261,1.1102230246240434e-16,335
172,0,80985.56699206817,,0.7521890723711919,1.1102230246240434e-16,335
173,0,82072.13532832127,,0.7488033301251614,1.1102230246240434e-16,335
174,0,80371.05371070867,,0.7507113455707799,1.1102230246240434e-16,335
175,0,85750.17908887612,,0.7529023167761784,1.1102230246240434e-16,335
176,0,80896.27216148526,,0.7427349250958476,1.1102230246240434e-16,335
177,0,77769.31110233419,,0.7486024663465339,1.1102230246240434e-16,335
178,0,84108.37606161849,,0.7532418649975732,1.1102230246240434e-16,335
179,0,78546.64770470985,,0.7442344655800465,1.1102230246240434e-16,335
180,0,79501.01200906269,,0.7457338828554397,1.1102230246240434e-16,335
181,0,82082.70994119208,,0.7647600216325746,1.1102230246240434e-16,335
182,0,81736.5629658387,,0.7442706255141189,1.1102230246240434e-16,335
183,0,84381.37971693644,,0.7555656681192975,1.1102230246240434e-16,335
184,0,80716.54838220155,,0.7573803950679132,1.1102230246240434e-16,335
185,0,83592.56678956396,,0.7645219922284084,1.1102230246240434e-16,335
186,0,82455.02986500757,,0.7495169672288884,1.1102230246240434e-16,335
187,0,82341.55973460134,,0.7693273951065522,1.1102230246240434e-16,335
188,0,80028.55939635409,,0.7691606270841357,1.1102230246240434e-16,335
189,0,85901.52468558813,,0.7577524594979292,1.1102230246240434e-16,335
190,0,82353.05086374737,,0.7600713881625829,1.1102230246240434e-16,335
191,0,80653.65920159545,,0.767865090464417,1.1102230246240434e-16,335
192,0,82265.61564263485,,0.7750869399175857,1.1102230246240434e-16,335
193,0,79929.57437461603,,0.7730134176865293,1.1102230246240434e-16,335
194,0,80760.94136303199,,0.7526621165002318,1.1102230246240434e-16,335
195,0,80909.08372393272,,0.7625558762471061,1.1102230246240434e-16,335
196,0,79844.06160632287,,0.7614164624004021,1.1102230246240434e-16,335
197,0,82444.98075862152,,0.7689384388653878,1.1102230246240434e-16,335
198,0,80792.56989651144,,0.7566191970007876,1.1102230246240434e-16,335
199,0,85826.48325769958,,0.7912846438766888,1.1102230246240434e-16,335
200,0,83878.18765193828,,0.7864406338774503,1.1102230246240434e-16,335
201,0,78888.26120195149,,0.7626570295213598,1.1102230246240434e-16,335
202,0,82182.36697465717,,0.7692212089624233,1.1102230246240434e-16,335
203,0,80721.53310549456,,0.7632120521944569,1.1102230246240434e-16,335
204,0,76455.71957370415,,0.7598620009736796,1.1102230246240434e-16,335
205,0,81745.03330567575,,0.7575912730942941,1.1102230246240434e-16,335
206,0,80650.25747857986,,0.7740166421252862,1.1102230246240434e-16,335
207,0,81090.37094952699,,0.7681488818195992,1.1102230246240434e-16,335
208,0,79438.67466670499,,0.7680908991253786,1.1102230246240434e-16,335
209,0,86497.02248780607,,0.7775105431817171,1.1102230246240434e-16,335
210,0,85898.8149596509,,0.7634011171324105,1.1102230246240434e-16,335
211,0,82150.03126661685,,0.7683405395737263,1.1102230246240434e-16,335
212,0,82850.86848065499,,0.7795341756519271,1.1102230246240434e-16,335
213,0,82871.9167216011,,0.7628192830221273,1.1102230246240434e-16,335
214,0,82050.04033070436,,0.7607183213105047,1.1102230246240434e-16,335
215,0,83329.42454668299,,0.7684919237733885,1.1102230246240434e-16,335
216,0,78104.6378895642,,0.7669652541328553,1.1102230246240434e-16,335
217,0,80002.43680160686,,0.7691308958947551,1.1102230246240434e-16,335
218,0,80109.8010119374,,0.7426985001247978,1.1102230246240434e-16,335
219,0,81488.17692620725,,0.7553015720647402,1.1102230246240434e-16,335
220,0,81718.9265518071,,0.7674939446101157,1.1102230246240434e-16,335
221,0,81885.5793896109,,0.7703895556739747,1.1102230246240434e-16,335
222,0,84810.76750700553,,0.7767544876196476,1.1102230246240434e-16,335
223,0,81086.7640072136,,0.7490767576942029,1.1102230246240434e-16,335
224,0,81544.4783448499,,0.779354768695427,1.1102230246240434e-16,335
225,0,82417.24630990121,,0.7747623596322945,1.1102230246240434e-16,335
226,0,80100.33176477764,,0.7734263500081003,1.1102230246240434e-16,335
227,0,85614.78759593057,,0.7572361726770742,1.1102230246240434e-16,335
228,0,82296.36729195884,,0.7685846896711691,1.1102230246240434e-16,335
229,0,84956.40155875574,,0.7800651936651873,1.1102230246240434e-16,335
230,0,81873.41788028073,,0.7751129259792636,1.1102230246240434e-16,335
231,0,80184.07755498277,,0.7608363921696846,1.1102230246240434e-16,335
232,0,82324.29626851826,,0.7694590038529334,1.1102230246240434e-16,335
233,0,84123.43958787191,,0.7768804866474562,1.1102230246240434e-16,335
234,0,83087.31027768429,,0.7669182857272608,1.1102230246240434e-16,335
235,0,85616.47367179501,,0.7763023701359397,1.1102230246240434e-16,335
236,0,80116.36817155367,,0.7683964696083778,1.1102230246240434e-16,335
237,0,81307.92660854443,,0.7713743523746662,1.1102230246240434e-16,335
238,0,83377.11257288516,,0.7779186877805225,1.1102230246240434e-16,335
239,0,80374.70091206915,,0.7748776408412585,1.1102230246240434e-16,335
240,0,83594.49450736612,,0.7715364547089977,1.1102230246240434e-16,335
241,0,83419.41142913388,,0.7701314158181836,1.1102230246240434e-16,335
242,0,82924.99664404197,,0.7629796102073121,1.1102230246240434e-16,335
243,0,80312.17307100809,,0.7800706209153037,1.1102230246240434e-16,335
244,0,80751.42499672009,,0.7888093655711573,1.1102230246240434e-16,335
245,0,81067.27201905382,,0.7657727317160836,1.1102230246240434e-16,335
246,0,83781.37549526703,,0.7724786228501935,1.1102230246240434e-16,335
247,0,81159.39467312985,,0.7696311298722174,1.1102230246240434e-16,335
248,0,84157.14610733828,,0.7656881512386015,1.1102230246240434e-16,335
249,0,83969.08925932828,,0.7804823907971619,1.1102230246240434e-16,335
250,0,85154.72613008456,,0.7934317672610912,1.1102230246240434e-16,335
251,0,84466.14153598419,,0.7868002263801973,1.1102230246240434e-16,335
252,0,79368.61693033155,,0.7888180958992168,1.1102230246240434e-16,335
253,0,81862.69192293497,,0.7877070427573829,1.1102230246240434e-16,335
254,0,82922.63169818022,,0.7785638139980195,1.1102230246240434e-16,335
255,0,83932.12653045336,,0.79588568505442,1.1102230246240434e-16,335
256,0,79093.85642726654,,0.7824786074458651,1.1102230246240434e-16,335
257,0,81880.63094446491,,0.774552598761365,1.1102230246240434e-16,335
258,0,85369.32219737858,,0.7681650401866298,1.1102230246240434e-16,335
259,0,85552.29639679074,,0.773833698887142,1.1102230246240434e-16,335
260,0,82157.96054479424,,0.7939503258308944,1.1102230246240434e-16,335
261,0,79173.7464274066,,0.7924185779453702,1.1102230246240434e-16,335
262,0,79613.31984636401,,0.770905855990913,1.1102230246240434e-16,335
263,0,82427.49334029254,,0.7973288633034984,1.1102230246240434e-16,335
264,0,84295.09593510325,,0.7646340627481197,1.1102230246240434e-16,335
265,0,81222.90188764971,,0.7877298529416643,1.1102230246240434e-16,335
266,0,82478.97323928922,,0.7847001322669203,1.1102230246240434e-16,335
267,0,81237.02364484125,,0.7908171447416124,1.1102230246240434e-16,335
268,0,80779.38607939187,,0.7813391387310475,1.1102230246240434e-16,335
269,0,84655.3654508334,,0.780972428199834,1.1102230246240434e-16,335
270,0,84723.80525536662,,0.7801013145258937,1.1102230246240434e-16,335
271,0,79443.29915564125,,0.7825259644788005,1.1102230246240434e-16,335
272,0,80915.69525680531,,0.7842536326978458,1.1102230246240434e-16,335
273,0,82082.52533257728,,0.7841750465156,1.1102230246240434e-16,335
274,0,81893.55225355212,,0.7766190826814602,1.1102230246240434e-16,335
275,0,88223.02117749226,,0.7829371814023183,1.1102230246240434e-16,335
276,0,78390.1839732173,,0.7855271692818925,1.1102230246240434e-16,335
277,0,85490.78709474485,,0.7967582664170105,1.1102230246240434e-16,335
278,0,79659.16583733704,,0.7761935947906039,1.1102230246240434e-16,335
279,0,83126.61239351657,,0.7830449249482586,1.1102230246240434e-16,335
280,0,82848.35308729896,,0.7791425780056271,1.1102230246240434e-16,335
281,0,77868.51027157222,,0.7839676920598264,1.1102230246240434e-16,335
282,0,78808.81454481513,,0.7646002845445299,1.1102230246240434e-16,335
283,0,79146.07929120169,,0.7571406166933112,1.1102230246240434e-16,335
284,0,83278.67691280745,,0.7699114234092401,1.1102230246240434e-16,335
285,0,79431.45722527558,,0.7710934957346278,1.1102230246240434e-16,335
286,0,84111.92253566919,,0.7788367018947767,1.1102230246240434e-16,335
287,0,81451.3493513801,,0.7673367359042238,1.1102230246240434e-16,335
288,0,81070.7375981285,,0.7821726686903795,1.1102230246240434e-16,335
289,0,82603.43165966216,,0.7857130863142245,1.1102230246240434e-16,335
290,0,83345.65080012889,,0.7705861226236552,1.1102230246240434e-16,335
291,0,81864.00923627937,,0.7926838693503039,1.1102230246240434e-16,335
292,0,78810.04006911896,,0.788927478297247,1.1102230246240434e-16,335
293,0,81912.00764052075,,0.7730388437123046,1.1102230246240434e-16,335
294,0,81879.9667820321,,0.7865351432425317,1.1102230246240434e-16,335
295,0,82597.79991040514,,0.7876050258504919,1.1102230246240434e-16,335
296,0,84449.14910298842,,0.7771525694535678,1.1102230246240434e-16,335
297,0,81429.29297195905,,0.7877764126408205,1.1102230246240434e-16,335
298,0,84890.92539557908,,0.7738396117933172,1.1102230246240434e-16,335
299,0,83112.8066624234,,0.7892643992107006,1.1102230246240434e-16,335
