agent,total_reward,mean_reward,std_reward,clip_rate,action_entropy,greedy_entropy,mean_bid_price,mean_bid_qty_mw
0,93331.46395627222,278.6013849440962,438.71470469149875,0.00014925373134328358,0.678867,0.6785505000000001,43.48411773320895,22.365018656716416
1,123186.14507694055,367.7198360505688,597.6905593181415,0.0001044776119402985,0.7275399999999999,0.7271595,21.295690289179102,24.933861940298506
2,132918.9876899764,396.77309758201903,760.728279787667,0.00022388059701492535,0.7067015000000001,0.7060784999999999,32.08650371268657,23.19990671641791
3,128309.80874196156,383.0143544536166,780.7244517094322,0.00014925373134328358,0.671757,0.6713355,35.43512050373134,23.717723880597017
4,104304.44853093868,311.35656277892144,495.3053888757597,0.00016417910447761195,0.654067,0.6536204999999999,33.35062597014925,24.292257462686567
5,110987.56044894237,331.30615059385775,618.0490210621555,0.00014925373134328358,0.6918759999999999,0.6916305,50.933435513059706,24.598041044776117
6,126991.64730605794,379.0795441971879,607.174815207099,0.00014925373134328358,0.686626,0.6863075000000001,32.56773436567165,30.401492537313434
7,165445.06360479418,493.8658615068483,1009.3260799810057,0.0,0.0,,33.685,46.875
8,102562.83006276673,306.1577016799007,665.0703363876758,0.14925373134328357,0.4313820000000001,,69.86349981343285,41.27798507462687
