episode,n_steps,mean_clearing_price,std_clearing_price,min_clearing_price,max_clearing_price,mean_demand_mw,mean_rho,agent_RL_Agent_0_total_reward,agent_RL_Agent_0_mean_reward,agent_RL_Agent_0_std_reward,agent_RL_Agent_0_clip_rate,agent_RL_Agent_0_action_entropy,agent_RL_Agent_0_greedy_entropy,agent_RL_Agent_0_mean_bid_price,agent_RL_Agent_0_mean_bid_qty_mw,agent_RL_Agent_1_total_reward,agent_RL_Agent_1_mean_reward,agent_RL_Agent_1_std_reward,agent_RL_Agent_1_clip_rate,agent_RL_Agent_1_action_entropy,agent_RL_Agent_1_greedy_entropy,agent_RL_Agent_1_mean_bid_price,agent_RL_Agent_1_mean_bid_qty_mw,agent_RL_Agent_2_total_reward,agent_RL_Agent_2_mean_reward,agent_RL_Agent_2_std_reward,agent_RL_Agent_2_clip_rate,agent_RL_Agent_2_action_entropy,agent_RL_Agent_2_greedy_entropy,agent_RL_Agent_2_mean_bid_price,agent_RL_Agent_2_mean_bid_qty_mw,agent_RL_Agent_3_total_reward,agent_RL_Agent_3_mean_reward,agent_RL_Agent_3_std_reward,agent_RL_Agent_3_clip_rate,agent_RL_Agent_3_action_entropy,agent_RL_Agent_3_greedy_entropy,agent_RL_Agent_3_mean_bid_price,agent_RL_Agent_3_mean_bid_qty_mw,agent_RL_Agent_4_total_reward,agent_RL_Agent_4_mean_reward,agent_RL_Agent_4_std_reward,agent_RL_Agent_4_clip_rate,agent_RL_Agent_4_action_entropy,agent_RL_Agent_4_greedy_entropy,agent_RL_Agent_4_mean_bid_price,agent_RL_Agent_4_mean_bid_qty_mw,agent_RL_Agent_5_total_reward,agent_RL_Agent_5_mean_reward,agent_RL_Agent_5_std_reward,agent_RL_Agent_5_clip_rate,agent_RL_Agent_5_action_entropy,agent_RL_Agent_5_greedy_entropy,agent_RL_Agent_5_mean_bid_price,agent_RL_Agent_5_mean_bid_qty_mw,agent_RL_Agent_6_total_reward,agent_RL_Agent_6_mean_reward,agent_RL_Agent_6_std_reward,agent_RL_Agent_6_clip_rate,agent_RL_Agent_6_action_entropy,agent_RL_Agent_6_greedy_entropy,agent_RL_Agent_6_mean_bid_price,agent_RL_Agent_6_mean_bid_qty_mw,agent_Cost Plus Markup Baseline Agent_total_reward,agent_Cost Plus Markup Baseline Agent_mean_reward,agent_Cost Plus Markup Baseline Agent_std_reward,agent_Cost Plus Markup Baseline Agent_clip_rate,agent_Cost Plus Markup Baseline Agent_action_entropy,agent_Cost Plus Markup Baseline Agent_mean_bid_price,agent_Cost Plus Markup Baseline Agent_mean_bid_qty_mw,agent_Quantile Baseline Agent_total_reward,agent_Quantile Baseline Agent_mean_reward,agent_Quantile Baseline Agent_std_reward,agent_Quantile Baseline Agent_clip_rate,agent_Quantile Baseline Agent_action_entropy,agent_Quantile Baseline Agent_mean_bid_price,agent_Quantile Baseline Agent_mean_bid_qty_mw
10,335,35.72552082777142,26.616193913934197,-2.7029535629366057,178.92953675209455,57000.1223880597,0.6362474519643456,117181.09686278946,349.79431899340136,467.00454291181944,0.0,0.7178,0.7178,34.50948880597014,21.613805970149254,138094.57625176426,412.2226156769082,623.9799829481829,0.0,0.7479,0.7479,23.279272388059695,21.613805970149254,206418.56728087243,616.1748277040969,999.5716452620197,0.0,0.7301,0.7301,35.28509701492537,27.229477611940297,203827.83242398076,608.441290817853,1146.0512564150176,0.0,0.7036,0.7036,38.53390485074627,25.19589552238806,148438.25655591756,443.09927330124646,631.6678554850039,0.0,0.6633,0.6633,37.24550373134328,24.561567164179106,120055.28093899306,358.3739729522181,624.9076970027085,0.0,0.7085,0.7085,43.529162313432835,23.10634328358209,134413.5308979735,401.2344205909657,607.3248639883782,0.0,0.6985,0.6985,28.964520522388064,26.557835820895523,262807.4092614423,784.4997291386338,1305.1545261093368,0.0,-0.0,33.685,46.875,221553.532362619,661.3538279481164,1247.0329134660901,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
11,335,35.42142685852791,26.145573907535276,-2.815480444971662,176.98279674903154,56623.85970149254,0.6377134699563161,121607.62614044978,363.0078392252232,465.521087834598,0.0,0.7187,0.7187,35.18851119402985,22.17350746268657,139106.5077490144,415.24330671347576,623.3524553716383,0.0,0.7541,0.7541,22.89123694029851,21.93097014925373,193854.56544611236,578.6703446152608,981.1878284868259,0.0,0.7327,0.7327,36.14347388059702,26.38992537313433,194171.03619867974,579.6150334288948,1121.2912642676483,0.0,0.7065,0.7065,39.696856343283585,24.225746268656717,145507.11190959014,434.3495877898213,626.0266312213209,0.0,0.6648,0.6648,38.00122947761194,24.617537313432837,120602.76185895516,360.00824435509,609.9240125503762,0.0,0.7114,0.7114,45.139953358208956,23.16231343283582,140045.32422815167,418.04574396463187,610.9460652566157,0.0,0.6966,0.6966,29.427912313432838,27.229477611940297,256497.24463176116,765.6634168112273,1283.7753981885062,0.0,-0.0,33.685,46.875,224768.43477763172,670.9505515750201,1227.3291993339176,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
12,335,35.13214797216763,26.505954396302354,-3.409902267842405,184.75938207035946,56549.149253731346,0.6397995069376335,118639.78193925465,354.14860280374523,481.42598741183264,0.0,0.723,0.723,37.628569029850745,22.229477611940297,137928.01087426604,411.725405594824,623.4299574740966,0.0,0.7599,0.7599,22.7338171641791,22.136194029850746,194258.56438125542,579.876311585837,981.9555709168699,0.0,0.7409,0.7409,36.06793097014925,25.68097014925373,190016.71460460706,567.2140734465883,1118.64513281746,0.0,0.7127,0.7127,39.91886753731343,24.486940298507463,145500.9741715043,434.3312661835949,629.8178413893604,0.0,0.6734,0.6734,38.39813246268657,23.96455223880597,119657.87830466576,357.1876964318381,616.1922550663742,0.0,0.7181,0.7181,49.934220149253726,22.546641791044777,138363.9131268506,413.0266063488077,616.6386429057126,0.0,0.7099,0.7099,29.483619402985077,27.34141791044776,264634.8300680923,789.9547166211711,1284.8622458098378,0.0,-0.0,33.685,46.875,219608.96603735248,655.5491523503059,1240.1301031677447,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
13,335,35.302746740976126,26.381124925341048,-3.9826071904595164,179.36048028051206,56243.844776119404,0.6383178699595233,122402.96868217227,365.3819960661859,460.66535656440675,0.0,0.7249,0.7249,35.0243302238806,22.82649253731343,140770.39689635448,420.21013998911786,616.7300682276797,0.0,0.7643,0.7643,22.62140671641791,22.28544776119403,193858.16237101972,578.6810817045365,971.2013398599569,0.0,0.7411,0.7411,34.90906156716418,25.457089552238806,193191.04337268384,576.689681709504,1120.6742516884344,0.0,0.7106,0.7106,42.05575559701493,24.505597014925375,145836.38454258934,435.3324911719085,621.9721823328148,0.0,0.6724,0.6724,39.448776119402986,23.92723880597015,124431.30243975284,371.4367237007547,619.953100703124,0.0,0.7214,0.7214,50.08966231343283,22.78917910447761,146461.03481170727,437.19711884091726,608.5278991030422,0.0,0.7135,0.7135,29.50561380597015,27.901119402985074,256306.83852485943,765.0950403727147,1287.0266677980987,0.0,-0.0,33.685,46.875,229395.0255098086,684.7612701785331,1229.847085520452,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
14,335,35.18840283172458,26.332167883071186,-0.09208069301090571,175.60829059024832,55934.429850746266,0.6403205352213114,119390.56298544753,356.38974025506724,470.06730991642206,0.0,0.7286,0.7286,37.75531902985074,22.434701492537314,140065.32611167402,418.10545107962395,620.4689909552593,0.0,0.7675,0.7675,22.714222014925376,22.583955223880597,185116.1641355512,552.5855645837349,989.5585578584718,0.0,0.7439,0.7439,34.082501865671645,25.419776119402986,185239.79433972156,552.9546099693181,1129.9657718350472,0.0,0.7119,0.7119,42.11667910447762,24.636194029850746,141845.97489634226,423.4208205860963,623.070182508853,0.0,0.676,0.676,38.45877985074627,23.796641791044777,114426.7905682399,341.5725091589251,611.4067739284383,0.0,0.7242,0.7242,53.367477611940295,22.919776119402986,143334.859058971,427.86525092230147,611.1893907573256,0.0,0.7176,0.7176,29.63863246268657,28.125,252209.28763971315,752.8635451931735,1291.6806368820091,0.0,-0.0,33.685,46.875,218166.84371244378,651.2443095893844,1237.991046256198,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
15,335,34.656240459341504,26.545689324368993,-4.210605415483103,181.34715408167233,55549.77611940299,0.6433239640038932,117450.52684988358,350.5985876115928,477.6400898868528,0.0,0.7297,0.7297,39.91124626865671,22.434701492537314,135118.50499250484,403.3388208731488,622.5728196972606,0.0,0.7696,0.7696,22.511886194029852,22.73320895522388,180302.4353509064,538.2162249280788,986.728957876718,0.0,0.7481,0.7481,35.26900559701493,25.307835820895523,187503.77214435855,559.712752669727,1123.5052226866167,0.0,0.7111,0.7111,41.0235802238806,25.513059701492537,135308.44006993138,403.9057912535265,623.4449493931892,0.0,0.6852,0.6852,37.086501865671636,23.703358208955223,116526.80659438708,347.84121371458826,614.627696095516,0.0,0.729,0.729,56.169324626865674,23.013059701492537,139504.54268704142,416.43147070758636,614.0943700122799,0.0,0.724,0.724,30.032365671641788,28.16231343283582,252120.77866999077,752.5993393134053,1288.7620090177102,0.0,-0.0,33.685,46.875,218792.59210079742,653.112215226261,1237.731851059003,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
16,335,34.481656555170915,26.650580457576993,-5.69,185.97142021291265,55254.525373134325,0.645588669337228,116039.20793075002,346.38569531567174,469.7380127574378,0.0,0.7304,0.7304,40.4365223880597,22.73320895522388,132897.4470984799,396.7087973088952,619.4523092249003,0.0,0.7708,0.7708,22.160326492537312,23.16231343283582,181657.38616831147,542.2608542337656,992.3942758599131,0.0,0.7456,0.7456,32.64088432835821,25.19589552238806,182588.92636414248,545.0415712362462,1128.5644885483666,0.0,0.7065,0.7065,42.440410447761195,25.121268656716417,138952.3082103774,414.78300958321614,630.4551928291881,0.0,0.6841,0.6841,35.850145522388054,23.49813432835821,116850.53313918752,348.807561609515,615.0666294330873,0.0,0.7273,0.7273,55.87250559701493,23.98320895522388,135250.85647843854,403.73389993563745,611.6193582265983,0.0,0.7212,0.7212,29.799404850746267,28.90858208955224,245139.52964099453,731.759789973118,1296.1380403628748,0.0,-0.0,33.685,46.875,209748.71763968447,626.1155750438343,1241.9021670083216,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
17,335,35.58685552199402,26.24971354598764,-0.5362748376520652,186.5356540854841,55149.03582089552,0.6377342811192749,123647.4275600512,369.09679868672004,469.22148725152425,0.0,0.7304,0.7304,42.93196641791045,22.82649253731343,141364.0268849026,421.98216980567935,614.581883957394,0.0,0.7713,0.7713,22.021380597014925,22.807835820895523,190695.58269777504,569.2405453664927,990.0078470945384,0.0,0.7448,0.7448,33.305167910447764,24.934701492537314,188965.12232748448,564.0749920223417,1131.8601881599154,0.0,0.705,0.705,43.0146473880597,24.990671641791046,146461.147768688,437.19745602593434,634.3413427175122,0.0,0.6844,0.6844,33.97646082089552,23.96455223880597,121921.56898366062,363.944982040778,615.801841899077,0.0,0.7248,0.7248,57.44514365671641,23.777985074626866,145072.7506869881,433.05298712533755,621.1179879335645,0.0,0.7232,0.7232,29.91350932835821,28.722014925373134,258396.40886645665,771.3325637804676,1293.901531456974,0.0,-0.0,33.685,46.875,219380.8973879613,654.8683504118247,1244.110024976921,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
18,335,35.242879606217535,26.201441098943892,-5.69,174.42311016765726,54105.33432835821,0.6395496238107359,122344.5032783232,365.2074724726066,482.0585217345414,0.0,0.727,0.727,39.94529291044776,22.65858208955224,141997.29859358596,423.87253311518197,626.2860967724959,0.0,0.7641,0.7641,22.05825,22.78917910447761,187065.56867772574,558.4046826200769,979.3503155585317,0.0,0.736,0.736,33.434763059701496,25.25186567164179,188257.80817628634,561.9636064963771,1111.239999705101,0.0,0.6966,0.6966,43.62001119402985,24.80410447761194,143531.81550749645,428.45318061939236,628.8058424446225,0.0,0.6788,0.6788,34.07077985074627,24.169776119402986,121480.74397356377,362.6290864882501,620.8518549364858,0.0,0.7233,0.7233,58.6772723880597,23.013059701492537,140270.738955751,418.7186237485105,614.3267124403116,0.0,0.7227,0.7227,30.948167910447765,28.255597014925375,255689.1017084843,763.2510498760726,1285.7348303508156,0.0,-0.0,33.685,46.875,216918.09947289684,647.5167148444682,1232.9482362373767,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
19,335,32.85228936988528,25.842921956046123,1.7631738870574765,178.83244862753224,52476.289552238806,0.6594199651416405,102561.15325492588,306.15269628336085,427.65441913343057,0.0,0.7241,0.7241,39.770977611940296,22.509328358208954,118570.7507529803,353.9425395611352,571.0905548115364,0.0,0.7572,0.7572,22.12931343283582,22.546641791044777,166232.96410866178,496.2178033094381,969.5941747478524,0.0,0.737,0.737,32.55107462686567,25.13992537313433,171395.2788996151,511.6276982078063,1119.8636022226885,0.0,0.6946,0.6946,39.54290485074626,24.84141791044776,123400.8760094218,368.3608239087218,592.6052753310223,0.0,0.6688,0.6688,34.021208955223884,24.486940298507463,105685.75510788127,315.47986599367545,587.0229993917377,0.0,0.7196,0.7196,58.331195895522384,23.51679104477612,119408.02411980862,356.4418630442048,538.1671215691358,0.0,0.721,0.721,30.75438246268657,28.46082089552239,214720.4752679583,640.9566425909203,1259.322113958947,0.0,-0.0,33.685,46.875,188141.81747759305,561.6173656047554,1215.790254938107,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
