episode,delta_q,profit,profit_variance,risk_adjusted_variance,steps
38,871.0576577987458,70904.14439013679,71537.26077721291,1.0089291873205948,335
39,1360.5246360269061,73629.91299487167,69772.89074252122,0.9476160965635181,335
40,1111.6718936543743,71101.37994167086,74863.14227901821,1.0529070229076123,335
41,892.8508726657626,76208.85355001313,76314.5481209545,1.0013869067176295,335
42,1405.6854923876883,84885.55561356785,76742.47674810911,0.9040699114636388,335
43,1099.486437770609,87333.9162249818,68281.91842023884,0.7818488093941565,335
44,1544.0028178396021,93569.34839999006,69538.49177146262,0.7431759754721405,335
45,1382.8862149868223,94266.48087699116,68011.33850047208,0.7214795531532913,335
46,1548.2245819856382,92252.79585893365,73938.82971266919,0.8014806383290879,335
47,1373.6018194647734,88455.24564283791,70528.4423152452,0.7973347629378021,335
48,1310.6545938313602,83006.66236892561,69954.48208225345,0.8427574376057939,335
49,1323.3255833015505,80114.1635232513,65650.97190002612,0.8194677322064811,335
50,1196.325618423845,81695.05995156453,68657.66511177449,0.8404139142865178,335
51,1526.4793219111702,78297.03626314014,63003.359888957086,0.8046710692497706,335
52,823.9848211546084,76586.84973986895,66660.2483603466,0.8703876525376452,335
53,756.4925715236029,70530.71820134293,55543.815146040935,0.7875123997386927,335
54,729.5342463371802,64621.73125567127,56431.77519234044,0.8732631282975601,335
55,1058.5341529269429,67603.4678418725,66165.97649650153,0.9787364259368602,335
56,960.4436357901265,60252.110835084255,62090.7802023679,1.0305162647713033,335
57,829.7278966147454,60874.13077844371,60833.311694047145,0.999329451051135,335
58,1623.9497711598435,57384.19009418269,60335.992777397674,1.0514393019812562,335
59,1428.5144337254953,58651.15902674147,62197.20251489643,1.0604599047484735,335
60,1058.0387997915443,60131.89077705492,62257.07914334696,1.0353421177817448,335
61,1284.3781647963706,61822.03403263286,62200.404566355435,1.0061203184209824,335
62,695.6998264048634,66645.70203988304,66144.04858824224,0.9924728311609574,335
63,1376.7140531859561,63587.06055835022,67999.94466793787,1.0693990895447592,335
64,1623.9401407489695,67194.11141624683,74752.97881783283,1.112493003363792,335
65,1601.608958284497,75117.05553722975,86218.40121079927,1.1477872847140016,335
66,2636.3353342780347,115728.64830130499,477908.20969413803,4.129558382552263,335
67,23237.299946128,531284.3890717552,45122899.42956675,84.93172462379955,335
68,121104.05824275466,2250965.742520017,720844112.3140931,320.23770895201875,335
69,272436.0483473573,5341633.512890306,2864235110.6622663,536.2095890237238,335
70,429745.0643329803,9443859.833519269,6007263734.606024,636.1025936963109,335
71,602673.5894247461,14313560.542922826,10245078116.615059,715.7602810211057,335
72,728464.4365203627,18887282.696303535,13390536315.202967,708.9710325468706,335
73,823535.3172343312,22789870.045581337,15625752978.838745,685.6446722858067,335
74,757762.5268011072,22946523.919180863,15602029095.328236,679.9299602100772,335
75,738959.1524456393,22945349.710488208,15601417418.307232,679.938097050484,335
76,628952.7007426472,22946693.04992971,15597232331.455557,679.7159092823324,335
77,576567.1653697765,22948262.225093402,15598242850.836538,679.7134657882813,335
78,632413.7217767205,22936532.264343847,15600334530.60025,680.1522719653597,335
79,595118.9185441998,22924858.131203488,15610267496.655615,680.9319127435801,335
80,588744.5373594436,22877799.725409176,15627988033.924845,683.1071266249284,335
81,535208.3476738838,22370613.81641122,15751296527.112162,704.1065862733237,335
82,504323.221666411,20725746.25024637,15690459938.714695,757.0516279252513,335
83,390994.48153372743,17606338.91985999,14392941791.232471,817.4863528838009,335
84,257837.20765997574,13518295.055919332,11840921248.115324,875.9182425841833,335
85,177309.05051331452,8613895.89132208,7529692471.6939945,874.1332106509024,335
86,240014.36612003148,4051628.061738467,3557608424.4400845,878.068857809614,335
87,334873.49180624814,200861.48128033712,37051398.58826803,184.4624382539254,335
88,312882.5756114526,54868.356771454215,77549.7790103935,1.4133789231815554,335
89,64122.28855935523,54206.75092317215,68719.51679859904,1.2677298607323528,335
90,57762.66773957129,48467.97208996245,60063.990189281125,1.2392511507967088,335
91,53144.79181135023,46758.571024377496,59601.01340496039,1.2746542954418938,335
92,46005.9295594263,41375.683219856386,60867.535514057796,1.4710943911334005,335
93,40863.14186097196,36383.81270056794,58390.36665583408,1.6048446361671869,335
94,36535.98954432876,33295.230176937264,55461.618391271935,1.6657526647667418,335
95,32694.098914483493,31661.9991964493,56065.91413942671,1.7707635513330584,335
96,38026.824553146944,34740.36521494142,69412.14618025803,1.9980258051629438,335
97,52979.54860738191,35393.95451041303,70835.06824984527,2.001332409154375,335
98,42592.25962474031,31999.220750462035,66073.05772794271,2.064833335885782,335
99,31229.342406881366,23151.42169378189,60668.530949447246,2.620509951910023,335
100,24560.69120608165,20490.388496008032,60435.8896130098,2.9494750489847723,335
