episode,delta_q,profit,profit_variance,risk_adjusted_variance,steps
1,1614.0549324493754,72826.41226847257,98469.1519653835,1.352107688655129,335
2,1670.6719104628467,85778.16925179645,96276.69456904926,1.122391575954761,335
3,1598.8747588921913,88132.5310463789,89971.46716416357,1.020865577056975,335
4,1565.1510115263818,90891.98970449196,92260.0166413538,1.0150511276219105,335
5,1526.4549242134592,90229.80711954783,100478.73629770157,1.1135869565205159,335
6,1548.3022032771778,90558.99396527649,105877.788187817,1.1691581758119198,335
7,1578.0250811815122,91228.65818290075,111372.19691158536,1.2208027513491146,335
8,1673.6788880158529,100919.43598646528,115388.63782830435,1.1433737882142758,335
9,1494.7896923988953,93400.34839872293,96565.92669539347,1.0338925748236663,335
10,1611.032687102798,97479.08289862791,98181.00821209121,1.0072007787987007,335
11,1488.9615346191674,94066.89392877076,98468.56465528063,1.0467929846799495,335
12,1572.5143731875232,97347.9857592867,102623.2198356845,1.0541894527682512,335
13,1439.361665374675,93937.78397453594,107295.41546310586,1.1421965786650812,335
14,1677.167982434434,105478.58558924875,109014.99906701027,1.0335273122785564,335
15,1582.895143086357,103553.51979583681,112339.61325171446,1.084845918064294,335
16,1544.6361178404004,100591.06162788154,105234.33959321122,1.0461599459253763,335
17,1842.1910782476878,108145.16413648677,124458.6157060194,1.1508477212067698,335
18,1552.4276005561967,106693.41599055065,112990.9887985819,1.0590249431003165,335
19,1393.2847561008423,92098.73656534078,110622.95850552614,1.2011343763335025,335
20,1438.1237817255562,87088.92953899094,103501.99835931514,1.18846332027728,335
21,1486.7044402037343,89341.08017105916,95796.01563370838,1.0722504748126997,335
22,1399.1234243857075,79600.82184110917,76017.02849126834,0.9549779353157438,335
23,1177.0333803488438,79433.4421382579,80257.83112553656,1.0103783616204578,335
24,1298.908186754256,76307.9978072319,64102.11053915688,0.8400444564288301,335
25,1183.9406073740215,75914.82166264238,64474.351337906584,0.8492985944749425,335
26,1014.079619438647,72139.1810075836,77092.08784217559,1.0686576526847544,335
27,1055.6143048519323,69404.19776380196,67152.01651154963,0.96754978337295,335
28,911.713003258315,70733.4115472713,66380.28302105091,0.938457251940682,335
29,776.9691861146664,66034.97860213667,60374.13828087894,0.9142751244704166,335
30,1217.4643719684848,60215.303049806316,54315.75142832025,0.9020257090358683,335
31,861.7692647598655,60458.29861237651,53985.39894727215,0.8929361259963045,335
32,695.27758111138,62286.06863291196,49968.68729810392,0.8022450026921821,335
33,680.8233721008642,65963.3407557585,48136.024776611055,0.7297390372454954,335
34,1267.175417886245,75444.56474614989,59570.88502518727,0.7895981006135955,335
35,1179.6114882993563,76427.0762706804,82079.57202990206,1.0739593352909589,335
36,1142.0012216092462,71266.21804786495,74796.94484899889,1.0495427833528654,335
37,1097.9369882503809,70585.73753133553,73985.02987279158,1.0481583455855583,335
38,958.5247908149119,79713.08847608106,85953.51238434775,1.0782860635255456,335
39,1462.07879414617,85126.16313685238,100907.65814413279,1.1853894786952581,335
40,1261.7553004718804,84525.15092950992,99019.56703914584,1.1714805114244857,335
41,1001.4587825049836,85946.20664326832,98614.59742570024,1.1473990682916626,335
42,1538.5991165472701,94494.83579517777,106726.5046696436,1.129442723208359,335
43,1285.6147171777375,95094.82094059189,89632.64139108529,0.9425607041951487,335
44,1638.6850344127365,95616.88829594343,97285.93279975023,1.0174555408938928,335
45,1444.5937449298428,99483.44192592314,90344.88110301495,0.9081398809088052,335
46,1437.00171648232,93373.8241457759,93228.4736383032,0.9984433484564608,335
47,1473.683917204171,94680.06964850503,93001.29937490035,0.9822690215602201,335
48,1335.0491091762756,94252.64474108274,97607.04296386136,1.0355894333998052,335
49,1406.9170007392854,88408.45400801508,68566.93345764208,0.7755698731188997,335
50,1238.3636169762958,83188.59667542923,71799.77516511666,0.8630963621762233,335
51,1500.6973651502904,86221.14449701797,64119.18546263333,0.7436596421524364,335
52,997.6602642632806,85937.24772073905,65599.34528159165,0.7633400768751066,335
53,710.0046177420378,75732.7992395222,54799.73409896798,0.7235931412708532,335
54,819.9153093503685,75100.94446589553,49011.403995976514,0.6526070257109323,335
55,1039.4101746312724,71267.511197204,46468.40804859185,0.6520279334576847,335
56,974.3616772827887,70080.78380958643,54278.58344277208,0.7745145030090189,335
57,878.9954898538529,67800.740525687,46532.25802119039,0.6863089939785291,335
58,1692.3685113120694,73338.24648637435,56144.75996595285,0.7655590725962671,335
59,1464.425271733381,71617.32881110592,54780.754043186,0.7649092049727961,335
60,1079.4287043076197,69992.73875220492,65987.33752489115,0.9427740462978094,335
61,1375.7437679409772,66995.68520095579,51052.9866041798,0.7620339496646247,335
62,605.9765709639344,67337.70854328519,47981.074529567486,0.7125439158464646,335
63,1481.1298650866643,67996.67434413318,52995.34666937659,0.7793814503509066,335
64,1679.6045212989677,70880.29513834286,59672.737546445496,0.8418804892102795,335
65,1694.1024793620868,79647.96771703017,76145.27683703526,0.9560228467793593,335
66,2161.1193528508556,105614.50308470953,218480.55193269,2.0686605111178156,335
67,31984.170423240183,742023.1476953638,89959842.93745682,121.23589839058288,335
68,143463.90963015694,3020141.3796846033,1099570389.3213682,364.07911123557864,335
69,325860.11173156946,7287841.243691636,3874917760.1609607,531.6962363189632,335
70,522738.6743940415,12362685.564770076,6768268199.046354,547.4755597063693,335
71,737517.2492227451,18318032.258917075,10632818019.565157,580.4563431964248,335
72,914819.6095020451,24133207.18645654,13484882334.003431,558.7687632985262,335
73,1041252.3154549665,28907211.052418873,15041272132.45093,520.329412103293,335
74,965278.5445122098,29219561.29460096,14909337807.036673,510.25193899100526,335
75,930785.2115096287,29216477.455572326,14906897267.519222,510.2222637957367,335
76,809385.056247992,29222612.459320743,14906629782.3861,510.1059942240561,335
77,742073.8615187642,29213599.153492626,14907451662.672441,510.2915113042543,335
78,812593.9818826325,29208113.45939081,14911008641.867048,510.5091317382892,335
79,764074.4705769733,29194680.09835886,14917290428.52498,510.9592014116137,335
80,753128.7959343703,29170890.822747294,14929603682.46039,511.7980034678394,335
81,680657.1148606362,28485473.69467893,15180765706.509031,532.9300775975786,335
82,626621.3224388824,26124451.87914558,15194580529.24577,581.6229408194846,335
83,463665.25054517575,21709810.7906221,13723251953.617458,632.1221352857405,335
84,304812.4256635603,16738906.836900333,11775962920.421309,703.5084808801017,335
85,195137.70877750372,10578671.961438395,7419787967.046698,701.3912515761396,335
