episode,delta_q,profit,profit_variance,risk_adjusted_variance,steps
56,524.351557924384,39393.81075324287,38673.46219960666,0.9817141693105503,335
57,478.814816732564,42528.27336655042,49575.56998131487,1.1657085053515404,335
58,1248.678144991728,46296.96759797145,53796.29637093884,1.1619831527213105,335
59,1061.4375374638626,40836.45995437449,51694.41661369596,1.265888783490051,335
60,727.7988833934097,41911.88803335829,48519.250312751145,1.157648881723543,335
61,928.7538566411266,37959.63479327472,50670.53202020486,1.3348529904499706,335
62,396.47541184571526,38256.51389812486,50469.3147489495,1.3192345461307196,335
63,1025.2467253585103,40550.64101259324,51177.44604523859,1.2620625658995752,335
64,1246.3316384890531,45076.55489409169,64479.84383205648,1.4304519052873255,335
65,1215.4355227358994,46996.725952727225,72442.9871340765,1.5414475299179264,335
66,2713.5133553045166,101600.15199161161,952056.2314327918,9.37061818087932,335
67,19622.10277198283,431357.88253703824,33945349.266490385,78.69416704950304,335
68,75270.37110046319,1436216.1926199067,313285753.8903091,218.132726465658,335
69,179875.29168348902,3540010.0240616836,1481343981.4506664,418.45756689440674,335
70,263255.9604276365,5831476.823040566,2455706463.63567,421.11227364104417,335
71,362281.19538715197,8647827.84201096,4018495781.1404524,464.6826757603433,335
72,448155.8806469533,11480949.543266106,5456929861.351048,475.30300876129917,335
73,491935.81784236553,13324762.84152157,5904060236.785065,443.0893297693296,335
74,462810.01592580194,13396678.179113958,5890235865.387477,439.67883580055116,335
75,453095.95618433424,13390234.30562474,5891467529.971577,439.9824077385103,335
76,381779.4179596564,13396565.585824072,5892305630.664818,439.8370308357174,335
77,346134.91505629045,13393909.134820221,5891114246.329347,439.83531521907815,335
78,372488.37396764115,13389637.701322699,5896060645.548343,440.3450471976471,335
79,349913.35482730024,13381928.620517898,5898411889.469671,440.77442472872724,335
80,343221.9814358939,13330109.37422829,5907332168.319121,443.1570666434315,335
81,310562.55265791155,12952808.000340762,5953537165.070851,459.6329355699723,335
82,284135.19957108586,11881094.548310094,5856013449.888379,492.88501375669165,335
83,204499.25263652636,9653965.826055834,4891063990.087769,506.63779820795446,335
84,137718.74185319713,7436010.070690044,4156126152.3625846,558.9188439569851,335
85,103653.26933609741,4451015.044814898,2276964444.6773643,511.5607163201692,335
86,160882.81384717324,1655495.026502376,562231087.7331334,339.6150871688065,335
87,200179.86833954015,70021.11999556761,1525083.9381865666,21.780341963723057,335
88,193173.4748045452,40924.909799808775,47889.90988750276,1.1701897480471621,335
89,32137.097643391695,45006.61943482434,49708.31889328653,1.1044668432664633,335
90,28932.79865912785,41476.07813102449,52772.95921768524,1.272371005063708,335
91,26693.276568825408,38427.92448218513,50460.77239742547,1.3131277079719863,335
92,23133.750984600385,37097.22763266954,48442.57862538772,1.305827462500564,335
93,20556.07442764409,33175.57959109926,39218.391722184155,1.1821463921822277,335
94,18388.09211749723,29922.25672182999,41280.822626103676,1.379602581778973,335
95,16450.963567149556,33907.06439885062,45521.081568093345,1.342524998112871,335
96,19040.687353564397,30498.843156938452,43323.88236262122,1.4205090383157986,335
97,26657.242519875803,30522.636095639762,41441.27344304303,1.3577226198018146,335
98,21299.030298826074,26155.621835294456,36476.56585266136,1.3945975393873393,335
99,15683.041418636132,20614.6713424766,32779.747544686186,1.590117397463791,335
100,12281.659728876177,21431.92099169956,30824.646116845364,1.4382586670027926,335
