episode,n_steps,mean_clearing_price,std_clearing_price,min_clearing_price,max_clearing_price,mean_demand_mw,mean_rho,agent_RL_Agent_0_total_reward,agent_RL_Agent_0_mean_reward,agent_RL_Agent_0_std_reward,agent_RL_Agent_0_clip_rate,agent_RL_Agent_0_action_entropy,agent_RL_Agent_0_greedy_entropy,agent_RL_Agent_0_mean_bid_price,agent_RL_Agent_0_mean_bid_qty_mw,agent_RL_Agent_1_total_reward,agent_RL_Agent_1_mean_reward,agent_RL_Agent_1_std_reward,agent_RL_Agent_1_clip_rate,agent_RL_Agent_1_action_entropy,agent_RL_Agent_1_greedy_entropy,agent_RL_Agent_1_mean_bid_price,agent_RL_Agent_1_mean_bid_qty_mw,agent_RL_Agent_2_total_reward,agent_RL_Agent_2_mean_reward,agent_RL_Agent_2_std_reward,agent_RL_Agent_2_clip_rate,agent_RL_Agent_2_action_entropy,agent_RL_Agent_2_greedy_entropy,agent_RL_Agent_2_mean_bid_price,agent_RL_Agent_2_mean_bid_qty_mw,agent_RL_Agent_3_total_reward,agent_RL_Agent_3_mean_reward,agent_RL_Agent_3_std_reward,agent_RL_Agent_3_clip_rate,agent_RL_Agent_3_action_entropy,agent_RL_Agent_3_greedy_entropy,agent_RL_Agent_3_mean_bid_price,agent_RL_Agent_3_mean_bid_qty_mw,agent_RL_Agent_4_total_reward,agent_RL_Agent_4_mean_reward,agent_RL_Agent_4_std_reward,agent_RL_Agent_4_clip_rate,agent_RL_Agent_4_action_entropy,agent_RL_Agent_4_greedy_entropy,agent_RL_Agent_4_mean_bid_price,agent_RL_Agent_4_mean_bid_qty_mw,agent_RL_Agent_5_total_reward,agent_RL_Agent_5_mean_reward,agent_RL_Agent_5_std_reward,agent_RL_Agent_5_clip_rate,agent_RL_Agent_5_action_entropy,agent_RL_Agent_5_greedy_entropy,agent_RL_Agent_5_mean_bid_price,agent_RL_Agent_5_mean_bid_qty_mw,agent_RL_Agent_6_total_reward,agent_RL_Agent_6_mean_reward,agent_RL_Agent_6_std_reward,agent_RL_Agent_6_clip_rate,agent_RL_Agent_6_action_entropy,agent_RL_Agent_6_greedy_entropy,agent_RL_Agent_6_mean_bid_price,agent_RL_Agent_6_mean_bid_qty_mw,agent_Cost Plus Markup Baseline Agent_total_reward,agent_Cost Plus Markup Baseline Agent_mean_reward,agent_Cost Plus Markup Baseline Agent_std_reward,agent_Cost Plus Markup Baseline Agent_clip_rate,agent_Cost Plus Markup Baseline Agent_action_entropy,agent_Cost Plus Markup Baseline Agent_mean_bid_price,agent_Cost Plus Markup Baseline Agent_mean_bid_qty_mw,agent_Quantile Baseline Agent_total_reward,agent_Quantile Baseline Agent_mean_reward,agent_Quantile Baseline Agent_std_reward,agent_Quantile Baseline Agent_clip_rate,agent_Quantile Baseline Agent_action_entropy,agent_Quantile Baseline Agent_mean_bid_price,agent_Quantile Baseline Agent_mean_bid_qty_mw
44,335,36.94446769010887,44.129981788097616,-3.8463394657380117,542.1808877597122,54238.53134328358,0.6364917047326015,132871.93499493517,396.6326417759259,1361.2419939573049,0.0,0.729,0.729,44.02277985074627,19.71082089552239,205545.98517724883,613.5701050067129,1899.0615992349435,0.0,0.7018,0.7018,21.536759328358208,24.151119402985074,187104.0424465356,558.5195296911511,1044.07712802974,0.0,0.7169,0.7169,37.0518302238806,27.919776119402986,210533.3591824391,628.4577886042958,1488.4738264594275,0.0,0.7083,0.7083,43.82227985074626,22.60261194029851,163694.95048223902,488.6416432305642,1393.4706107707746,0.0,0.6984,0.6984,33.04470708955224,22.770522388059703,153109.7089588244,457.0439073397743,1142.550884989384,0.0,0.6781,0.6781,27.85386753731343,23.18097014925373,166318.96355306054,496.4745180688374,1363.922842399785,0.0,0.7307,0.7307,37.576458955223885,26.81902985074627,290368.9233759613,866.7729055998846,2100.910613569497,0.0,-0.0,33.685,46.875,236869.94783415084,707.0744711467189,2028.9014249357085,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
45,335,37.88152471179752,44.08052725435062,-4.07164969716432,542.6321879031456,53887.54029850746,0.6308461188224095,135197.53148034523,403.57472083685144,1365.19649259702,0.0,0.7237,0.7237,45.23876492537313,19.505597014925375,211088.0796413031,630.1136705710541,1903.9203799995878,0.0,0.6944,0.6944,21.292764925373135,24.03917910447761,194552.17384872292,580.7527577573818,1060.36588857628,0.0,0.7079,0.7079,35.83186380597015,27.73320895522388,209556.69268238248,625.5423662160671,1505.785310171302,0.0,0.7027,0.7027,45.67717910447761,21.93097014925373,166728.09317843034,497.69580053262786,1397.1322583844483,0.0,0.6901,0.6901,32.90583208955224,22.882462686567163,155329.61733204089,463.6704994986295,1147.4283475279906,0.0,0.674,0.674,27.920402985074624,23.255597014925375,174856.18983771012,521.9587756349556,1370.3436029579923,0.0,0.7124,0.7124,37.76449813432836,27.36007462686567,305219.3106719266,911.1024199161988,2106.8548786116553,0.0,-0.0,33.685,46.875,242484.78898220742,723.8351909916639,2036.0356121664172,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
46,335,37.96579578718218,44.05397336328244,-4.421869557165744,542.83,53436.841791044775,0.6293554009891981,134972.37526013792,402.90261271682965,1364.9349382863234,0.0,0.7203,0.7203,46.6218973880597,18.98320895522388,214106.29334242002,639.1232637087164,1899.8825324993686,0.0,0.7019,0.7019,21.825796641791044,23.85261194029851,198479.76166965585,592.4769005064354,1051.3733953336998,0.0,0.7112,0.7112,37.616544776119405,27.82649253731343,217800.63574817125,650.1511514870783,1497.789480472089,0.0,0.6974,0.6974,47.69818656716418,22.472014925373134,169320.542436491,505.4344550343015,1396.3877643593657,0.0,0.6935,0.6935,36.037475746268655,22.82649253731343,158405.9072747493,472.8534545514905,1148.0625485907785,0.0,0.6773,0.6773,28.15903358208955,22.901119402985074,174762.98786940286,521.6805608041876,1369.1448249399484,0.0,0.7105,0.7105,35.328242537313436,27.434701492537314,301166.48815678287,899.0044422590533,2108.8356830070993,0.0,-0.0,33.685,46.875,239808.03170214946,715.844870752685,2038.27088684245,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
47,335,38.10665050483394,44.13002110025518,-5.69,541.1737714591571,52846.18208955224,0.6287068972518612,136312.5244898916,406.9030581787809,1362.812312338769,0.0,0.7188,0.7188,47.06269589552239,18.684701492537314,220042.44036256184,656.8431055598861,1906.9131585816838,0.0,0.7021,0.7021,21.98575,24.020522388059703,193521.38792516448,577.6757848512373,1050.1671060591373,0.0,0.7085,0.7085,38.23317537313433,27.21082089552239,215039.00150389044,641.9074671757924,1501.7683793835088,0.0,0.6955,0.6955,48.49990485074627,22.117537313432837,171164.40122390576,510.9385111161366,1393.4370543020448,0.0,0.6923,0.6923,35.173746268656714,22.807835820895523,160415.7348237336,478.8529397723391,1155.0364601964081,0.0,0.6763,0.6763,28.279268656716408,22.901119402985074,178518.96969658788,532.8924468554862,1377.2003208685808,0.0,0.7091,0.7091,33.60788246268657,27.65858208955224,299326.21348798816,893.5110850387706,2115.7932431566937,0.0,-0.0,33.685,46.875,242685.2684832922,724.4336372635588,2041.1232109629177,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
48,335,38.481330883685565,43.873588452860425,-0.11276059045522979,542.83,52599.75820895522,0.6258047077049053,136390.2979317231,407.1352177066361,1369.6088532518827,0.0,0.7206,0.7206,43.56980970149254,18.274253731343283,221619.5502489603,661.5508962655531,1902.8960737312573,0.0,0.7049,0.7049,22.089175373134328,23.88992537313433,197961.4654041972,590.9297474752155,1044.2951585985215,0.0,0.71,0.71,39.28923880597015,27.565298507462686,215515.3727515381,643.3294709001137,1489.8667883620672,0.0,0.6931,0.6931,50.07665671641791,21.96828358208955,171951.24178419402,513.2872889080419,1390.396124840095,0.0,0.6921,0.6921,36.49741977611941,22.546641791044777,158909.42740603897,474.3564997195193,1145.4482276044569,0.0,0.6802,0.6802,28.441276119402982,22.863805970149254,181112.18048930747,540.6333745949477,1371.4960231770851,0.0,0.7022,0.7022,31.532744402985077,28.125,304044.17762085516,907.5945600622542,2108.0543236522717,0.0,-0.0,33.685,46.875,246527.1947143642,735.9020737742214,2039.1853107567931,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
49,335,38.99843784238431,43.861825775020755,-5.69,541.327362453394,50976.31641791045,0.6215747437441449,140793.8397548431,420.2801186711734,1362.5769432449908,0.0,0.7135,0.7135,43.92504664179104,18.14365671641791,220474.94460499377,658.1341629999814,1906.4326521930386,0.0,0.7013,0.7013,21.915184701492535,23.404850746268657,208600.77029855526,622.6888665628516,1044.7124927310351,0.0,0.7092,0.7092,38.045759328358216,28.236940298507463,222571.85591303225,664.3935997403947,1498.4515796948647,0.0,0.6963,0.6963,47.63558582089552,22.24813432835821,175404.88478934148,523.5966710129596,1392.884555914719,0.0,0.6927,0.6927,36.05209514925373,22.67723880597015,163550.6302164108,488.2108364668979,1152.7590626841952,0.0,0.676,0.676,28.466955223880596,22.770522388059703,182958.01542426215,546.1433296246631,1374.6126305880307,0.0,0.7059,0.7059,34.43945335820896,28.03171641791045,315078.18201301724,940.5318866060217,2105.878562330797,0.0,-0.0,33.685,46.875,249743.25113421137,745.5022421916757,2037.2598489566633,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
50,335,32.52730549675162,20.820562166348772,-5.69,135.44520766452843,49093.020895522386,0.6513930959369785,92186.14782049244,275.1825308074401,493.6889734398396,0.0,0.7105,0.7105,44.171511194029854,18.348880597014926,150150.54308066526,448.2105763601948,636.2454139401021,0.0,0.7005,0.7005,21.74986753731343,23.199626865671643,155748.23135785217,464.92009360552885,750.9209356399351,0.0,0.7057,0.7057,38.91525932835821,28.49813432835821,178120.9610500368,531.7043613433934,923.4672542719132,0.0,0.7006,0.7006,45.061059701492546,22.60261194029851,125209.99634524426,373.7611831201321,559.1828836855841,0.0,0.6919,0.6919,34.73078731343284,23.21828358208955,113580.804846161,339.04717864525674,606.9433025696883,0.0,0.6689,0.6689,28.457712686567163,23.03171641791045,119996.5614776365,358.1986909780194,593.4535326850905,0.0,0.7081,0.7081,35.500039179104476,27.36007462686567,213193.99360773675,636.3999809186172,1022.8119748697546,0.0,-0.0,33.685,46.875,150534.17778410035,449.35575457940405,808.2108191428287,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
51,335,29.697189293153073,15.83767941434665,-5.55037039295087,107.7771946130796,47516.26567164179,0.6718330226138312,74426.61158808415,222.1689898151766,378.5235128139571,0.0,0.7091,0.7091,41.120358208955224,18.125,131498.65279419097,392.53329192295814,522.9011873015213,0.0,0.6902,0.6902,20.996509328358208,23.55410447761194,129304.40660705339,385.983303304637,548.0308737725618,0.0,0.7055,0.7055,40.409147388059694,28.348880597014926,138216.78488019627,412.58741755282466,651.8762902565255,0.0,0.6917,0.6917,44.18672201492538,21.986940298507463,102774.73865669446,306.79026464684915,408.8211380412763,0.0,0.686,0.686,34.783333955223874,23.796641791044777,100826.10124655142,300.9734365568699,465.67560340786696,0.0,0.6573,0.6573,26.042492537313425,23.666044776119403,105524.99015033974,314.99997059802905,480.1088710017006,0.0,0.7136,0.7136,37.688171641791044,28.050373134328357,161746.07817023693,482.82411394100575,776.5725773546916,0.0,-0.0,33.685,46.875,117185.5248839072,349.80753696688714,602.3529666475106,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
52,335,29.25301382491207,15.159464832238971,-5.348676058951046,137.78049364298468,46355.020895522386,0.6769251550934675,64047.73480485946,191.18726807420734,315.0429733492088,0.0,0.7181,0.7181,39.29590858208955,17.807835820895523,127383.74179927012,380.2499755202093,488.2871831055308,0.0,0.6771,0.6771,20.58426119402985,23.42350746268657,128687.9940504817,384.14326582233343,558.8272989067642,0.0,0.7124,0.7124,40.762664179104476,28.92723880597015,113984.11571370423,340.2510916826992,480.4470652926236,0.0,0.6881,0.6881,45.338876865671644,20.867537313432837,94131.7545808719,280.99031218170717,358.7203974218504,0.0,0.6768,0.6768,35.17061380597015,23.42350746268657,94213.30708818971,281.23375250205885,399.5425277575844,0.0,0.6565,0.6565,27.63644402985075,23.88992537313433,106160.85979788084,316.898088948898,481.1877076008771,0.0,0.7139,0.7139,38.67952985074627,28.628731343283583,156889.40953848377,468.326595637265,739.3149427588659,0.0,-0.0,33.685,46.875,108901.57506490589,325.0793285519579,538.2825786534804,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
53,335,27.872090560540148,14.902821102447065,-4.227663361075069,124.58600056327468,45918.13731343284,0.6868885821711657,58408.85389743463,174.35478775353621,312.25108077553136,0.0,0.7173,0.7173,36.857863805970155,18.236940298507463,113203.88390334396,337.9220415025193,476.68134735726665,0.0,0.6701,0.6701,19.84632649253731,23.59141791044776,113713.65669490644,339.4437513280789,525.9677791254321,0.0,0.713,0.713,40.61070335820895,28.88992537313433,98728.68532861896,294.71249351826555,456.8948036699812,0.0,0.685,0.685,43.135417910447764,20.401119402985074,86211.00294050889,257.3462774343549,353.9266415974495,0.0,0.6703,0.6703,34.95878917910448,23.08768656716418,83818.35367643877,250.20404082519036,385.5783648276797,0.0,0.6537,0.6537,27.404613805970147,23.722014925373134,93865.53585220805,280.19562940957627,459.47221477231784,0.0,0.7078,0.7078,38.59729850746269,28.777985074626866,132661.2005659115,396.0035837788403,709.5556928805416,0.0,-0.0,33.685,46.875,87357.2004729187,260.76776260572746,515.228153363789,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
54,335,29.099152195602095,17.012817754190554,-4.122884439840147,131.45147837656666,45785.35223880597,0.6766070344771659,67257.35825808457,200.7682336062226,402.2786860449696,0.0,0.7123,0.7123,39.47354850746268,18.10634328358209,124617.21699542533,371.9916925236577,510.05825380419674,0.0,0.668,0.668,19.577664179104477,23.367537313432837,130204.31497798966,388.66959694922286,630.3586585019793,0.0,0.7083,0.7083,38.6645354477612,29.03917910447761,100348.9325640373,299.5490524299621,450.952571262318,0.0,0.6831,0.6831,41.044686567164185,19.80410447761194,90531.70478885059,270.2438948920913,378.67305498015793,0.0,0.6696,0.6696,34.2964197761194,23.16231343283582,87980.17363550788,262.6273839865907,386.11539602040057,0.0,0.6495,0.6495,27.037470149253725,23.442164179104477,102463.18688185835,305.8602593488309,487.4612159083095,0.0,0.7078,0.7078,40.602050373134325,28.666044776119403,160669.55884277658,479.61062341127337,812.6788065294198,0.0,-0.0,33.685,46.875,110146.6230744011,328.7958897743316,621.8903097693507,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
55,335,28.541749596014796,17.519735868539676,-4.036168163653885,124.26312487002015,45776.931343283584,0.6798040577902483,65777.27301964149,196.35006871534773,411.18076297076163,0.0,0.7187,0.7187,39.95081156716418,18.404850746268657,120552.45509983556,359.85807492488226,528.2025016830228,0.0,0.6759,0.6759,19.98227425373134,23.348880597014926,128943.45506185017,384.9058360055229,630.8348823798513,0.0,0.7076,0.7076,40.323320895522386,28.833955223880597,102750.16867973004,306.71692143202995,470.8253865939958,0.0,0.6931,0.6931,41.03425746268657,20.23320895522388,85475.04404289371,255.14938520266782,375.64996473572364,0.0,0.676,0.676,34.568367537313435,23.236940298507463,86978.35805331923,259.63688971140067,397.69545002826214,0.0,0.655,0.655,27.152779850746267,23.666044776119403,97996.80316699055,292.52777064773295,485.2104970796652,0.0,0.7172,0.7172,39.624587686567175,28.125,155722.481514795,464.8432284023732,819.5438510354587,0.0,-0.0,33.685,46.875,104539.41764449557,312.0579631178972,632.0450589909126,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
56,335,28.76199886500263,16.923613127783455,-5.69,120.17554482204561,45839.33432835821,0.6796668981951542,69491.07749042746,207.43605221023122,418.0265319497674,0.0,0.7204,0.7204,38.22700559701492,18.64738805970149,121439.38668222804,362.5056318872479,519.7972770438328,0.0,0.6831,0.6831,19.80270708955224,23.759328358208954,128877.88897440076,384.7101163414948,621.6532475495782,0.0,0.7058,0.7058,40.94097201492537,28.684701492537314,98815.19892290368,294.9707430534438,472.6020493039928,0.0,0.6915,0.6915,41.70867164179105,20.17723880597015,82811.31499598523,247.19795521189621,361.75023288555764,0.0,0.6788,0.6788,37.00022388059702,23.404850746268657,90092.93343798959,268.93412966564057,396.89729294027086,0.0,0.6557,0.6557,26.997869402985067,23.722014925373134,108493.20548697308,323.8603148864868,485.60149428413257,0.0,0.7166,0.7166,40.036604477611945,28.14365671641791,150437.03012594805,449.06576156999415,811.383303219647,0.0,-0.0,33.685,46.875,98440.4547979271,293.85210387440924,618.2907547636044,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
57,335,29.404865348683206,17.89406510561252,-4.726512796657239,128.9605860047545,46020.346268656715,0.6728592672762934,76520.81292777654,228.42033709784042,432.6938797444772,0.0,0.7258,0.7258,38.02018470149254,18.628731343283583,131771.97575562086,393.3491813600623,548.4325945274273,0.0,0.6898,0.6898,19.925128731343285,23.98320895522388,134944.51263299625,402.8194406955112,642.8085938972926,0.0,0.71,0.71,42.71753358208955,28.703358208955223,110756.24356039922,330.61565241910216,496.2194703164541,0.0,0.6928,0.6928,41.54124440298508,20.550373134328357,92113.32285607036,274.96514285394136,388.9090366886352,0.0,0.684,0.684,38.52603358208955,23.08768656716418,96270.60001998299,287.37492543278506,413.41362615262835,0.0,0.66,0.66,27.112815298507456,23.684701492537314,113537.6214652674,338.91827303064895,517.0196190155854,0.0,0.7189,0.7189,39.14562873134328,27.994402985074625,171700.58677963802,512.5390650138448,847.810278584665,0.0,-0.0,33.685,46.875,108979.46169178077,325.31182594561426,657.1565179570981,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
58,335,30.50243356086017,18.220139057517247,-4.269593349545932,130.61437622764512,46284.08656716418,0.6649249845142156,81007.17637279752,241.81246678447022,433.01340047571983,0.0,0.7275,0.7275,37.2618656716418,18.815298507462686,136727.34920047893,408.14134089695204,560.2685836592726,0.0,0.696,0.696,20.119277985074625,24.188432835820894,147847.62085878002,441.33618166800005,678.633511989357,0.0,0.7144,0.7144,42.60424813432836,28.96455223880597,114618.74658073008,342.14551218128383,529.2896157501085,0.0,0.7005,0.7005,38.318486940298506,21.09141791044776,93578.45046342156,279.33865809976584,382.6786994148989,0.0,0.6862,0.6862,37.71665671641791,22.75186567164179,109723.11159993644,327.53167641772075,446.25438686860247,0.0,0.6628,0.6628,28.834261194029853,23.85261194029851,116202.95244142336,346.87448489977123,524.207803107005,0.0,0.7291,0.7291,39.21630597014926,26.800373134328357,178056.0103761023,531.5104787346337,880.0346951671794,0.0,-0.0,33.685,46.875,121629.480111496,363.07307495968956,659.573008752598,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
59,335,30.080758254371457,18.57082442432459,-5.3530270762072,129.81818132795055,46437.04179104478,0.6670646135672765,81790.091427376,244.14952664888358,439.13159947417324,0.0,0.7281,0.7281,35.627050373134324,19.542910447761194,136921.2871695601,408.72026020764207,565.587202160705,0.0,0.7004,0.7004,20.47468470149254,24.020522388059703,148557.37094372718,443.45483863799154,690.1903085947995,0.0,0.715,0.715,43.73285074626866,29.33768656716418,120196.17031606642,358.7945382569147,566.9842755842095,0.0,0.7029,0.7029,36.53016604477612,21.651119402985074,94119.30905300946,280.95316135226705,392.7099161941745,0.0,0.6895,0.6895,40.3281697761194,22.472014925373134,104513.67377844328,311.98111575654707,462.23835133283285,0.0,0.6678,0.6678,31.210751865671643,23.88992537313433,107331.15860320089,320.3915182185101,517.7901817935784,0.0,0.7352,0.7352,38.67790298507463,26.07276119402985,179554.04513855133,535.9822242941831,883.0703959649027,0.0,-0.0,33.685,46.875,113544.64884307276,338.93925027782916,654.1731026422943,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
60,335,31.52097837730259,19.207208865088315,-2.615598080450016,130.36950271868764,46375.528358208954,0.6567439353288581,89824.80826589715,268.13375601760345,438.8362149262555,0.0,0.7259,0.7259,34.10225,20.10261194029851,143594.7473968728,428.6410370055904,588.9705223361678,0.0,0.6888,0.6888,20.046121268656716,24.169776119402986,161887.89506169074,483.24744794534547,735.6116689271353,0.0,0.7148,0.7148,41.25102052238807,29.151119402985074,123870.31742347476,369.7621415626112,603.6392497933634,0.0,0.6982,0.6982,34.474367537313434,21.11007462686567,99316.87256905471,296.46827632553646,406.1842983114248,0.0,0.6832,0.6832,36.40907649253732,22.416044776119403,114047.92949581544,340.4415805845237,484.72424035493094,0.0,0.6598,0.6598,31.98904664179104,24.225746268656717,123949.12257991047,369.99738083555366,551.4155819726794,0.0,0.7279,0.7279,41.181419776119405,26.277985074626866,201363.25165105535,601.0843332867324,934.3600520022113,0.0,-0.0,33.685,46.875,128448.79850179756,383.4292492590972,692.4950217134526,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
61,335,32.08692930661479,21.864356323353242,-2.762450554076057,170.01645219884813,46326.30447761194,0.6532681268788985,91976.38876004127,274.55638435833214,462.31367957308083,0.0,0.7296,0.7296,32.43259328358209,20.121268656716417,154652.401784169,461.6489605497582,688.8888774754084,0.0,0.6947,0.6947,20.44391791044776,24.35634328358209,175481.12628381295,523.8242575636208,816.30494696659,0.0,0.7176,0.7176,41.685003731343286,29.244402985074625,141420.0289396337,422.1493401183095,783.9473580981278,0.0,0.7014,0.7014,37.49101305970149,21.40858208955224,102738.18328519168,306.68114413490053,461.0604932340107,0.0,0.6801,0.6801,36.37109888059702,22.28544776119403,122032.54121629868,364.2762424367125,611.7530614178489,0.0,0.6644,0.6644,32.24942350746268,24.169776119402986,132950.8589309719,396.8682356148415,629.7193858665837,0.0,0.7281,0.7281,38.40717723880598,26.296641791044777,217788.5923296606,650.1152009840615,1048.2718341548914,0.0,-0.0,33.685,46.875,135552.71842779513,404.634980381478,722.9745470312401,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
62,335,32.08881299397179,21.900849570595867,-5.69,166.94964738535586,46353.45970149254,0.6537372765069549,91952.49855051143,274.4850703000341,461.27152057574915,0.0,0.7205,0.7205,33.85859328358209,20.60634328358209,154482.66260106696,461.1422764210954,682.6912637653384,0.0,0.6864,0.6864,20.31194962686567,24.375,174708.7128876814,521.5185459333774,812.5475550602864,0.0,0.7107,0.7107,41.300779850746274,28.815298507462686,150590.8079661774,449.524799899037,787.205338386189,0.0,0.6941,0.6941,35.14766977611941,21.725746268656717,106418.76921781761,317.6679678143809,458.2813454824667,0.0,0.6778,0.6778,35.12412873134328,23.013059701492537,125171.61188417612,373.6466026393317,608.442130888407,0.0,0.6555,0.6555,32.087298507462684,24.188432835820894,130140.88252341715,388.4802463385587,628.7220022241539,0.0,0.725,0.725,41.265475746268656,25.66231343283582,217986.87755317747,650.7070971736641,1046.3423813177217,0.0,-0.0,33.685,46.875,126475.65164598818,377.53925864474087,712.8779818768908,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
63,335,31.23255091944702,22.48425024036662,-5.69,165.8962378313955,46496.12835820895,0.6579333254404515,89585.4576646507,267.4192766108976,464.40206059024274,0.0,0.7219,0.7219,33.995957089552235,20.53171641791045,150170.59333921416,448.2704278782512,689.54952352828,0.0,0.6948,0.6948,20.382341417910446,24.561567164179106,174355.3807969479,520.4638232744713,814.8946949371111,0.0,0.7131,0.7131,41.40680223880597,28.274253731343283,142424.91957961343,425.1490136704879,787.8588344502292,0.0,0.6966,0.6966,36.079798507462684,21.595149253731343,100963.25040971422,301.3828370439231,455.50318502527074,0.0,0.6794,0.6794,36.008722014925375,22.994402985074625,119672.03786409803,357.22996377342696,617.0929323982754,0.0,0.6613,0.6613,32.19978544776119,23.96455223880597,129087.81018164755,385.3367468108882,629.5258193835928,0.0,0.7259,0.7259,38.68423880597015,25.811567164179106,215330.08222922735,642.7763648633652,1048.0131813607034,0.0,-0.0,33.685,46.875,128151.31934080832,382.5412517636069,721.8420776947843,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
64,335,31.67584989145496,21.971274410097678,-5.69,167.6278806643593,46414.66567164179,0.6549995630697791,87923.51949143325,262.45826713860674,449.3677994975134,0.0,0.718,0.718,34.70184514925372,20.457089552238806,151175.72497529277,451.27082082176946,676.4761260266702,0.0,0.6857,0.6857,20.389205223880595,24.654850746268657,175956.34910332243,525.2428331442461,804.1278456601949,0.0,0.7088,0.7088,39.74395149253731,28.16231343283582,144216.87650269,430.49813881399996,784.4102320549218,0.0,0.6907,0.6907,34.575300373134326,21.53917910447761,101431.33690694824,302.78011016999477,466.1074583197388,0.0,0.6705,0.6705,35.353447761194026,22.957089552238806,121956.11462097535,364.0481033461951,605.3263721593798,0.0,0.6534,0.6534,32.16921082089552,23.88992537313433,129972.14623858988,387.9765559360892,626.7435654647445,0.0,0.7181,0.7181,40.41357835820896,26.128731343283583,215928.17699865575,644.561722384047,1040.2697704742307,0.0,-0.0,33.685,46.875,133948.10947243887,399.8451029028026,738.8399171640691,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
65,335,31.24464571850296,22.440684774911784,-3.4946297801405306,162.51012189006588,46349.558208955226,0.6575461569685853,83921.64563378942,250.51237502623707,458.91794839943094,0.0,0.7277,0.7277,35.75695335820896,20.083955223880597,152095.06198629533,454.01511040685176,686.3125929866852,0.0,0.6891,0.6891,20.61829291044776,24.524253731343283,175327.0350916756,523.3642838557481,818.3412297141721,0.0,0.7162,0.7162,39.163848880597016,28.442164179104477,143424.6361539362,428.13324225055584,788.5938360327469,0.0,0.6971,0.6971,35.34005223880597,21.371268656716417,98006.93215729058,292.55800643967336,457.8965767031171,0.0,0.673,0.673,35.012904850746274,22.098880597014926,116513.3769105134,347.80112510601015,602.8410915364263,0.0,0.6616,0.6616,32.23183022388059,23.684701492537314,130053.44491899862,388.219238564175,619.5736241238603,0.0,0.7185,0.7185,38.94811940298508,26.240671641791046,214515.60906405025,640.3451016837321,1047.2384870708481,0.0,-0.0,33.685,46.875,124471.93458946438,371.55801369989365,717.419779587831,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
66,335,29.765129208156996,21.692903878826538,-5.69,157.76881185327312,46184.81194029851,0.6687844497638695,79519.13957932155,237.37056590842252,459.9313397386081,0.0,0.7201,0.7201,36.279514925373135,20.270522388059703,141929.21899824933,423.66931044253533,668.6841899832677,0.0,0.6774,0.6774,20.29462873134328,24.878731343283583,151531.97648220457,452.33425815583456,780.8981975525254,0.0,0.7135,0.7135,39.778117537313435,27.67723880597015,140834.22018195648,420.4006572595716,794.2284876881873,0.0,0.689,0.689,36.775348880597015,21.595149253731343,90677.1546823589,270.6780736786833,448.6251286432111,0.0,0.6719,0.6719,34.526632462686564,22.901119402985074,103427.25162916281,308.73806456466514,587.1624947336455,0.0,0.6508,0.6508,30.699304104477605,24.03917910447761,118708.71749505633,354.3543805822577,595.8446158544378,0.0,0.713,0.713,41.75920895522388,26.725746268656717,192172.78018366318,573.6500901004871,1008.1932526857474,0.0,-0.0,33.685,46.875,112129.23094953831,334.7141222374278,720.9616266820262,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
