agent,total_reward,mean_reward,std_reward,clip_rate,action_entropy
0,128796.03915416969,384.46578851990955,716.03345348299,0.0013432835820895521,3.000888507386216
1,120997.81690338432,361.1875131444308,557.044486630091,0.0031343283582089556,3.0918867261610083
