agent,total_reward,mean_reward,std_reward,clip_rate,action_entropy
0,141924.67955103406,423.65575985383293,649.915295962305,0.001791044776119403,2.8983790417986097
1,83375.87377588412,248.88320530114657,387.68749714551245,0.0011940298507462687,3.1732502297688407
