episode,agent_RL_Agent_0_rolling_reward_var,agent_RL_Agent_0_entropy,agent_RL_Agent_1_rolling_reward_var,agent_RL_Agent_1_entropy,agent_RL_Agent_2_rolling_reward_var,agent_RL_Agent_2_entropy,agent_RL_Agent_3_rolling_reward_var,agent_RL_Agent_3_entropy,agent_RL_Agent_4_rolling_reward_var,agent_RL_Agent_4_entropy,agent_RL_Agent_5_rolling_reward_var,agent_RL_Agent_5_entropy,agent_RL_Agent_6_rolling_reward_var,agent_RL_Agent_6_entropy
135,2948457319.8653355,0.732,14533236204.24723,0.7069,10158987864.098904,0.661,5476350297.967605,0.708,7589487452.935685,0.6784,6559868969.68688,0.7191,10129346824.487429,0.7229
136,2305012808.005642,0.7391,10008936843.33857,0.7098,7457525082.078766,0.6689,3683492206.171292,0.7087,6273456164.424601,0.6779,6421288173.885263,0.7247,7520739674.541439,0.7218
137,1828766513.1215947,0.7351,5584469175.172995,0.7085,4759816231.057086,0.6655,2165688101.1217947,0.706,4819204741.493224,0.674,5898942280.578091,0.724,5156722481.351271,0.7162
138,1723730646.8897448,0.7285,1001742788.9839967,0.7044,1787299134.2227614,0.6633,875510485.2625529,0.6972,4065694477.382289,0.6719,5754256261.587493,0.7209,2893217341.2894115,0.7089
139,3965874437.779797,0.7259,8870527629.677078,0.7046,6560125068.624318,0.665,4578560508.841249,0.6961,10399209462.845299,0.6691,10379786554.359753,0.7198,7792777051.606706,0.7069
140,5336744102.025351,0.7291,14927176851.213877,0.7094,10395675663.09671,0.6688,6716401673.41726,0.695,14014447429.869831,0.6679,13915159937.840889,0.7196,11572965205.66414,0.7084
141,6430547362.010668,0.7286,19593388594.872593,0.7052,13651231555.6014,0.6713,8815676816.27846,0.6922,17313754787.027584,0.6703,16286162644.179832,0.7174,14596723113.393114,0.7037
142,6855875328.215298,0.731,22653353622.699062,0.7013,15177764281.762926,0.6704,9843157723.312714,0.6892,18731891902.663414,0.673,17381869196.305607,0.7164,15954724060.126726,0.7047
143,6355857017.526439,0.7248,23329150531.190952,0.6944,14984498752.674713,0.6664,9422728482.965126,0.6795,17861544178.712364,0.672,16546456024.349792,0.7144,15544942259.713509,0.696
144,5499445509.597436,0.7201,23276727405.730408,0.6894,14153302645.665432,0.6687,8609788703.65148,0.674,16319158818.070854,0.6677,14484618574.950523,0.7075,14245722101.872591,0.6901
145,4210980940.0970407,0.7171,21768325498.031765,0.6861,12095744426.226034,0.6653,7500462451.496087,0.6728,13707623504.401882,0.6691,11262487882.111958,0.7062,12064260586.190392,0.6875
146,3357849660.8024573,0.7218,18794780649.854366,0.685,9255039531.748274,0.6649,6355106629.888966,0.6762,10772564439.468983,0.6761,7587844106.510397,0.7105,8952075373.39264,0.694
147,2898333420.5980954,0.7236,16551121946.351696,0.6845,7315171031.240605,0.6644,5559652902.607186,0.6782,8893346812.480806,0.6756,5105452135.0095215,0.7122,7087988029.811522,0.6946
148,2815714134.2370605,0.7184,14553362282.054638,0.6823,6522271009.187389,0.6577,4999892163.233056,0.6784,7783644637.624547,0.6738,4350581197.192841,0.7079,6491685615.803198,0.6878
149,2724770813.5038404,0.7192,12912254418.69106,0.6828,6008932966.833873,0.6569,4332573546.873925,0.6751,6727259505.127685,0.6732,3983695241.205089,0.7098,6398096469.767798,0.6888
150,2653755142.8006177,0.7185,10084383322.98979,0.684,5187001797.556101,0.6539,3488704765.461764,0.6763,5159461029.891032,0.6769,3523654545.8880286,0.7085,5694242410.708475,0.694
151,2470282435.240296,0.7235,5758396873.037581,0.6894,3736683115.3793364,0.66,2439567441.441113,0.6832,2604954061.8834033,0.68,2326617496.2659945,0.7075,4278166723.6711936,0.7014
152,2479486858.441219,0.7278,852410906.7426381,0.6919,1704532746.0804365,0.6606,1559677950.6217191,0.6875,385389238.3410386,0.6805,769264224.6438754,0.7098,1877004822.7466948,0.705
153,1821171640.5634592,0.7241,725378143.6258018,0.6847,1849925935.495084,0.6576,1068711991.086905,0.6782,300123575.6803763,0.6767,1033365305.8115215,0.7063,2600054054.9080157,0.6992
154,1326389491.537882,0.7421,591560929.5323979,0.7029,2053308035.4661403,0.6621,908671065.5258145,0.6971,356098677.5812664,0.6941,1240724545.0048807,0.7228,2942646095.3489065,0.7174
155,728854309.5731,0.7402,433879311.15834874,0.707,2100446260.3160315,0.6602,572201763.0454543,0.6993,309662407.1705935,0.6914,1304645512.7159152,0.7228,3201787871.1260962,0.7203
156,228342822.31994155,0.7407,399748161.1307358,0.7058,2627423853.7212133,0.6598,197720300.95063034,0.7007,444386678.5950995,0.6893,1464438157.22689,0.7252,3857681611.5174932,0.7191
157,480510530.9949304,0.7488,850443089.8017964,0.7122,3980934045.6822486,0.6641,464063067.5507374,0.7067,889546041.6067176,0.6911,2060059527.4287882,0.7279,4976244411.951986,0.7268
158,836269438.3682805,0.7478,1537095356.7756488,0.7154,5492063888.924002,0.6596,671199563.2834966,0.7043,1493124041.1966596,0.6906,2696349089.736405,0.7261,5435940768.510978,0.7273
159,1603767953.5602367,0.7525,2431201288.1666174,0.7223,7050485618.663835,0.662,1275604329.8296192,0.7119,1889454427.3921072,0.6925,3109979934.7363815,0.7272,6026760243.619069,0.7365
160,2179029909.0825,0.7497,3315676006.33605,0.7251,8720774562.446798,0.6596,1786262379.5145547,0.7116,2268450122.7536244,0.6844,3340999249.0604596,0.7214,6151374431.116746,0.7335
161,2586560447.406754,0.7428,3947268703.3892255,0.7176,9643976842.199667,0.6526,2391825190.132667,0.7095,2437253745.9700007,0.6834,3157313048.4479194,0.7126,6273352540.911371,0.7313
162,2855933280.572442,0.737,4197023674.8689404,0.7083,9636576948.860819,0.6457,2894911238.761611,0.7031,2453403782.0544333,0.6818,2729971029.0735316,0.7087,5699745456.358107,0.7272
163,3082888945.691,0.7282,4380011524.806672,0.6977,9632753201.580898,0.6358,3485440225.769061,0.7032,2582722943.910232,0.6749,2476231594.405865,0.7036,5685151265.603407,0.7168
164,3100452396.6121554,0.7292,4593017130.956881,0.6984,9219674044.631014,0.6365,3838478861.062474,0.7038,2618968598.267095,0.6747,2229784371.3353405,0.7035,5457970075.353044,0.7172
165,3024617170.979428,0.7293,4498335504.734706,0.6976,8625169969.229391,0.6365,4093365707.1160574,0.7029,2534962742.0304384,0.6727,2027751885.2220037,0.7049,5090485925.369502,0.7173
166,2549678112.6222453,0.7281,3745636436.552856,0.6984,6932674430.403432,0.6369,3946859491.412717,0.7029,1853165039.2418318,0.6733,1575882584.7980576,0.7045,4017160178.1604004,0.7163
167,2272865140.2320213,0.7265,3387214696.104523,0.6981,5717216705.2582245,0.64,3562914074.0898743,0.7078,1665038521.9029405,0.6787,1735998728.170294,0.7056,3644480589.977586,0.7156
168,1850796251.9078772,0.7374,2692850283.2880406,0.7086,4447975482.370431,0.6523,2878884876.2919965,0.7117,1359378434.1152055,0.6873,1689262603.2585301,0.7149,2667141084.626928,0.722
169,1090299168.6667204,0.7458,1614257451.6328084,0.7147,2793657385.8246007,0.6604,1758138209.4506738,0.715,670274296.498958,0.6887,1279799919.8326824,0.7207,1470337736.3649683,0.7253
170,431306409.1081762,0.7513,670666327.4904306,0.718,1687101951.9987118,0.6633,780839530.2405288,0.7161,346523310.33918464,0.6879,1058300605.1329747,0.7226,1036002851.8796836,0.7273
171,388538093.1409947,0.7462,489026913.3481916,0.716,1854112301.674074,0.6664,562565420.2189217,0.7139,346508765.51658887,0.6897,1134192909.8813963,0.7209,1177919480.0183415,0.725
172,417394017.2065111,0.7399,660397340.1371686,0.7112,2457013539.777644,0.6682,279674514.38702023,0.7126,517316335.55730236,0.6851,1291541705.551012,0.7151,1533926042.2286398,0.7217
173,472584968.4399188,0.7279,921199578.3554484,0.7014,3210741475.6465893,0.6672,267060845.8785027,0.7016,816359486.0462025,0.6736,1377567611.092335,0.7051,1711920116.1734583,0.7121
174,501672837.6755908,0.7257,1220135740.293171,0.6966,3498156251.0658827,0.667,293273604.30278945,0.6953,1074052617.5179892,0.6737,1214748775.9433317,0.7073,1802023570.0985866,0.7056
175,495561794.25769293,0.7219,1359214896.6281507,0.6908,3434750700.579083,0.6645,412514416.6534879,0.689,1200976735.5646682,0.6731,1037584017.0267766,0.7074,1827143903.2677667,0.7013
176,429585786.7671629,0.7199,1321416169.2428021,0.6841,3090551500.650971,0.6635,466162927.2800098,0.6878,1231100762.49016,0.6701,844266373.1660118,0.7038,1605592248.7593994,0.6986
177,358374869.2661477,0.7141,1214769699.2536223,0.6801,2535242337.9789867,0.6641,449850708.2617436,0.6833,1132985581.9978452,0.6638,633974867.8468851,0.6944,1304327305.4029362,0.6937
178,290804386.619558,0.7331,1004767402.5092152,0.6993,1859630897.9129992,0.6665,478505406.76973987,0.704,1006936931.2763441,0.6778,493020781.29821616,0.7098,972054594.1713314,0.7081
179,204067192.41625378,0.7295,846750893.7372621,0.6973,1179777074.8646796,0.6647,675200051.9397246,0.7045,886063175.5558894,0.6815,343129876.1119699,0.7071,676681653.8251052,0.7062
180,141213089.69126898,0.7249,745557674.2310137,0.6918,764529511.8642449,0.6638,742542537.096386,0.7018,862418210.6408399,0.6789,283468547.477871,0.7054,447202891.2596442,0.7009
181,180235221.29355282,0.7302,778685761.6598834,0.69,698955230.386126,0.6669,787416396.524758,0.7006,853755067.3174875,0.6793,290847513.52046597,0.7106,442463562.1053909,0.7031
182,249023510.55080795,0.731,626831070.6884289,0.6885,616500015.4595172,0.6655,705528221.0848149,0.6996,759331805.2954675,0.6812,365716849.2083429,0.7112,601949033.3719026,0.7053
183,245908112.65627435,0.7309,396500708.6466121,0.6889,472956811.45689875,0.6649,474328192.99111617,0.7016,485422598.5273883,0.6841,347030891.7340217,0.7113,595893394.1382372,0.7084
184,239672973.53007644,0.7239,200137851.07702273,0.6853,282046929.0059856,0.6612,363280527.4786912,0.7025,294471758.7430178,0.6859,327067853.7390768,0.7073,662860411.3346266,0.7078
185,238533891.41157728,0.7266,98396537.15199691,0.6845,226938882.39057,0.6558,311411848.60932744,0.7023,227179973.0206054,0.6876,342287904.9780325,0.7104,714327369.0623759,0.7094
186,233803934.84813458,0.7337,87039108.19440325,0.6902,288024518.2111157,0.6586,290362407.4513497,0.7044,300520357.3643903,0.6887,350430708.4875886,0.7137,794481975.2566739,0.7139
187,209415413.26886493,0.7354,95183033.21943618,0.6918,366892017.01805216,0.6605,282793961.5354293,0.7068,401104869.2197284,0.6907,353011856.30838656,0.7116,899641787.4692559,0.7174
188,179679466.6741093,0.7327,123630478.01306011,0.6911,380518281.9666199,0.6605,306325363.1933514,0.7067,432135332.83940566,0.6906,320448033.26922774,0.7092,961819210.1021285,0.7181
189,164338801.43981183,0.7331,171733944.4094515,0.694,390055677.75146145,0.66,323478671.7255789,0.7056,453058242.21120036,0.6887,271895696.13042456,0.7105,954039788.3016682,0.7187
190,300177760.728108,0.728,258326595.48143083,0.6959,396190125.53956443,0.6554,318923873.8006218,0.7052,504134513.8312409,0.6835,381260602.22418284,0.7086,926087281.1012026,0.7165
191,646218293.0199199,0.7316,481812957.7285846,0.6956,745589405.5227399,0.6555,356369761.05904984,0.7052,959446920.5271072,0.6838,809575845.6287683,0.7121,1384341965.0877385,0.7193
192,878573671.950722,0.7196,662547192.4346541,0.6833,1130505175.4131277,0.655,358305986.11194235,0.6909,1182988601.4955053,0.6693,1175806670.4000604,0.7042,1512725018.6483722,0.7064
193,925965137.1043142,0.7185,700277223.0916907,0.6843,1184742479.6476247,0.6559,299905900.4905562,0.689,1199781124.9073281,0.6694,1325146172.9536285,0.7012,1344240786.5112097,0.7064
194,925658644.498466,0.717,752386689.1045581,0.6855,1261840382.907505,0.6544,425062381.96587265,0.6906,1264413555.2325337,0.662,1320276919.6698875,0.6916,1164535499.5728376,0.7077
195,919360094.0690131,0.7062,1150068847.669764,0.6788,1625925421.0135534,0.6446,738482968.4929008,0.6833,1471679591.4126155,0.6555,1365037089.339848,0.681,1391700770.9579866,0.6994
196,1118020658.3452249,0.7057,2068656055.002982,0.6789,2569652196.4706807,0.6454,1229530511.7779028,0.6838,2003506068.831334,0.6545,1619459560.165146,0.6791,1921136836.1556697,0.7007
197,1999261840.8196054,0.7061,3567406041.2580557,0.6792,4528948594.834795,0.6486,2157734750.349015,0.688,3171196581.3945303,0.6591,2537290579.5422235,0.6831,3027181529.097445,0.704
198,3204043421.980444,0.7027,5419020649.531104,0.6781,6813904446.643421,0.6477,3171075029.7009954,0.6877,4526489804.109005,0.6591,3601211802.5609293,0.6824,4602450856.6589,0.7051
199,4664818837.466541,0.7047,7578065746.210663,0.6783,9286372434.927315,0.6483,4396381973.151691,0.6873,6057474511.091766,0.6576,4795825602.951213,0.6862,6585181195.232045,0.7073
200,6344980355.864893,0.7079,10156795310.68043,0.6821,12082921853.247084,0.6502,5677527050.083129,0.6874,7998395148.718691,0.6611,6163818284.651515,0.6937,9112255675.11304,0.7108
201,8576935364.348639,0.7031,13481497710.133451,0.6754,15521748070.891432,0.6468,7383527531.54843,0.6821,10586745318.984396,0.6617,7880395229.5443535,0.692,12288224964.65627,0.7079
202,10969805127.453087,0.7037,17257365062.978226,0.6731,18928924992.8207,0.6485,9090952939.338772,0.6839,13613689658.129648,0.6668,9984715694.158762,0.6916,15951420846.832182,0.7048
203,13694476387.841875,0.7056,21142580239.627293,0.6748,22783672323.46268,0.6501,10701661712.030485,0.6857,17008458350.97791,0.6683,12474545553.292828,0.6917,19714349459.23389,0.7031
204,16561662243.35677,0.716,25619072979.46582,0.6805,27128477086.77034,0.6512,12157081841.210463,0.6913,21003258720.0804,0.6778,15417870810.608603,0.7023,24075745305.0102,0.7157
205,18776437137.933487,0.7196,29007842338.89392,0.6831,29886697271.22202,0.6534,12856528032.351662,0.6926,23646262631.447014,0.681,17585202420.651855,0.7064,28133383338.67823,0.7173
206,19764140529.167107,0.7178,30834982150.55462,0.6823,30749791822.38345,0.6501,13420916671.442661,0.6918,25175712033.815517,0.6813,18750100760.846066,0.7037,31598877768.82094,0.7192
207,19938417693.54333,0.7194,30822594858.041782,0.6831,30479097345.25259,0.6521,13388214087.855194,0.6944,25345205584.757565,0.6807,18652769999.440624,0.7051,33542771704.840736,0.7191
208,19363074235.344692,0.7133,29706418542.47132,0.6789,30050556286.505436,0.6504,13229833908.843655,0.6902,24834900620.951057,0.6798,18356352033.4796,0.7041,34892188637.91982,0.7162
209,17901778659.11788,0.7132,27642030521.50256,0.6779,27881337963.46192,0.6538,12306033887.839567,0.691,22978429008.049454,0.6793,17292728768.838486,0.7051,34225681939.320843,0.712
210,15791735261.30048,0.7196,24916064361.737934,0.6803,25068974476.92347,0.659,10782389323.978977,0.692,20384308215.57561,0.6806,15639414754.23885,0.7137,31916464635.073555,0.7114
211,13838323361.260672,0.7252,21746839658.91818,0.6856,22621191582.21728,0.6629,9463605792.337645,0.6949,17997043086.84232,0.6826,14196960549.940876,0.7177,28766662225.85308,0.7168
212,11605782459.244581,0.7269,18129842619.42739,0.6866,19604013529.014027,0.6635,7875665595.371277,0.6953,15189029186.140158,0.6817,12297309397.921968,0.7164,24797035854.173763,0.7173
213,9146040311.254858,0.7249,14113824871.217064,0.6875,15954503547.597002,0.6623,6244575853.05103,0.6953,11767740939.24953,0.6841,9936085694.118761,0.7133,20251615152.804737,0.7185
214,6508633593.361277,0.72,10110293403.665482,0.684,11974736601.42789,0.6591,4432525776.883058,0.6917,8343488756.752981,0.684,7333575511.4269,0.7096,15504944319.230213,0.7135
215,4285217022.13826,0.7217,6721216520.822651,0.685,8347627040.09343,0.6596,3042306377.044785,0.692,5368813450.024185,0.6847,4822315800.394054,0.7118,11018480296.196062,0.7133
216,2294105581.7862344,0.7234,3788889326.1432667,0.6873,4806507859.456278,0.6578,1775489527.8493385,0.6927,2825136769.022233,0.6816,2644093707.0260587,0.7156,6951755169.046132,0.7151
217,885179375.4659305,0.7309,1228650082.703118,0.6901,2031261649.3019671,0.6634,769844147.5516402,0.6953,845224704.5087787,0.687,918577972.5909952,0.7233,3178131685.851306,0.7189
218,232280866.53999156,0.7232,315497494.3537098,0.6828,555798773.4144378,0.6641,205065596.4891154,0.6886,130663802.25103956,0.6817,227124139.2253637,0.7172,750822460.0284598,0.7105
219,65525076.061362594,0.7196,41453986.50275915,0.6844,77256507.92819192,0.6637,66090004.56375067,0.6873,10220741.448761316,0.6835,34867379.42510336,0.7152,189602270.86334562,0.709
220,12532375.375812232,0.7181,1115957.0234035046,0.6836,7267056.436552213,0.6617,6723557.137510067,0.6853,449810.84332572506,0.6802,5638602.4224126125,0.7132,14158423.294737242,0.7092
221,0.0,0.7172,0.0,0.6782,0.0,0.654,0.0,0.6758,0.0,0.678,0.0,0.7121,0.0,0.6974
222,0.0,0.7054,0.0,0.667,0.0,0.6428,0.0,0.6662,0.0,0.6695,0.0,0.7013,0.0,0.6816
223,0.0,0.7038,0.0,0.6731,0.0,0.6431,0.0,0.6686,0.0,0.672,0.0,0.7018,0.0,0.6852
224,0.0,0.7076,0.0,0.6799,0.0,0.6474,0.0,0.6739,0.0,0.6805,0.0,0.7027,0.0,0.6904
225,0.0,0.7115,0.0,0.6806,0.0,0.6493,0.0,0.6753,0.0,0.683,0.0,0.7032,0.0,0.6905
226,0.0,0.7217,0.0,0.6908,0.0,0.6525,0.0,0.6844,0.0,0.6876,0.0,0.7147,0.0,0.6995
227,0.0,0.7148,0.0,0.6876,0.0,0.6476,0.0,0.6801,0.0,0.6765,0.0,0.7092,0.0,0.6873
228,0.0,0.7125,0.0,0.6841,0.0,0.6497,0.0,0.6742,0.0,0.6711,0.0,0.707,0.0,0.6814
229,0.0,0.7116,0.0,0.677,0.0,0.6529,0.0,0.6672,0.0,0.6651,0.0,0.707,0.0,0.6771
230,0.0,0.7114,0.0,0.6784,0.0,0.654,0.0,0.6665,0.0,0.664,0.0,0.7066,0.0,0.6784
231,0.0,0.7122,0.0,0.6796,0.0,0.654,0.0,0.665,0.0,0.6642,0.0,0.7075,0.0,0.6802
232,0.0,0.7009,0.0,0.6732,0.0,0.6456,0.0,0.6576,0.0,0.6474,0.0,0.6961,0.0,0.6662
233,0.0,0.7035,0.0,0.6751,0.0,0.6431,0.0,0.6632,0.0,0.6512,0.0,0.6987,0.0,0.6705
234,0.0,0.7053,0.0,0.6787,0.0,0.6446,0.0,0.6716,0.0,0.6535,0.0,0.7016,0.0,0.6741
235,0.0,0.707,0.0,0.675,0.0,0.6479,0.0,0.6702,0.0,0.6509,0.0,0.7027,0.0,0.6754
236,0.0,0.7134,0.0,0.6786,0.0,0.6526,0.0,0.6788,0.0,0.6571,0.0,0.7073,0.0,0.6817
237,0.0,0.7276,0.0,0.6921,0.0,0.6623,0.0,0.6944,0.0,0.6588,0.0,0.7157,0.0,0.6962
238,0.0,0.7379,0.0,0.7018,0.0,0.6684,0.0,0.7078,0.0,0.6613,0.0,0.7281,0.0,0.7093
239,0.0,0.7432,0.0,0.7092,0.0,0.6753,0.0,0.7154,0.0,0.6598,0.0,0.7302,0.0,0.7192
240,0.0,0.7418,0.0,0.7109,0.0,0.6772,0.0,0.7165,0.0,0.6596,0.0,0.7277,0.0,0.7186
241,0.0,0.7429,0.0,0.7141,0.0,0.6712,0.0,0.7217,0.0,0.657,0.0,0.7205,0.0,0.7238
242,0.0,0.7467,0.0,0.7184,0.0,0.6696,0.0,0.7283,0.0,0.6598,0.0,0.7211,0.0,0.7281
243,0.0,0.7455,0.0,0.7188,0.0,0.6663,0.0,0.7321,0.0,0.6609,0.0,0.7205,0.0,0.7287
244,0.0,0.7425,0.0,0.7149,0.0,0.6628,0.0,0.7268,0.0,0.6587,0.0,0.7161,0.0,0.7254
245,0.0,0.7391,0.0,0.713,0.0,0.6617,0.0,0.7264,0.0,0.6624,0.0,0.7159,0.0,0.7237
246,0.0,0.7328,0.0,0.7094,0.0,0.656,0.0,0.7237,0.0,0.6604,0.0,0.7102,0.0,0.7248
247,0.0,0.7303,0.0,0.7084,0.0,0.6558,0.0,0.72,0.0,0.6572,0.0,0.7063,0.0,0.7199
248,0.0,0.7285,0.0,0.7099,0.0,0.656,0.0,0.715,0.0,0.6522,0.0,0.7026,0.0,0.7138
249,0.0,0.7216,0.0,0.7095,0.0,0.6526,0.0,0.7092,0.0,0.6533,0.0,0.6964,0.0,0.7111
250,0.0,0.714,0.0,0.7032,0.0,0.649,0.0,0.6986,0.0,0.6457,0.0,0.6923,0.0,0.7078
251,0.0,0.7164,0.0,0.7009,0.0,0.6485,0.0,0.7022,0.0,0.6502,0.0,0.6978,0.0,0.712
252,0.0,0.708,0.0,0.694,0.0,0.6483,0.0,0.6986,0.0,0.65,0.0,0.6934,0.0,0.7088
253,0.0,0.7069,0.0,0.6922,0.0,0.6494,0.0,0.6974,0.0,0.6584,0.0,0.6952,0.0,0.7068
254,0.0,0.7122,0.0,0.6966,0.0,0.6501,0.0,0.6956,0.0,0.6607,0.0,0.7004,0.0,0.7082
255,0.0,0.7107,0.0,0.6909,0.0,0.6483,0.0,0.6903,0.0,0.6662,0.0,0.7024,0.0,0.7047
256,0.0,0.7087,0.0,0.6869,0.0,0.6475,0.0,0.6838,0.0,0.668,0.0,0.7042,0.0,0.7035
257,0.0,0.7091,0.0,0.6901,0.0,0.649,0.0,0.6842,0.0,0.669,0.0,0.7057,0.0,0.7053
258,0.0,0.7055,0.0,0.687,0.0,0.6454,0.0,0.6841,0.0,0.6671,0.0,0.7025,0.0,0.7043
259,0.0,0.7056,0.0,0.6865,0.0,0.645,0.0,0.6835,0.0,0.6653,0.0,0.7018,0.0,0.7033
260,0.0,0.7099,0.0,0.6852,0.0,0.6471,0.0,0.6867,0.0,0.6653,0.0,0.704,0.0,0.705
261,0.0,0.7108,0.0,0.6854,0.0,0.6503,0.0,0.6851,0.0,0.6633,0.0,0.7045,0.0,0.7043
262,0.0,0.7108,0.0,0.6847,0.0,0.6536,0.0,0.6865,0.0,0.6657,0.0,0.7025,0.0,0.7061
263,0.0,0.7157,0.0,0.6877,0.0,0.6579,0.0,0.6956,0.0,0.6659,0.0,0.704,0.0,0.709
264,0.0,0.719,0.0,0.687,0.0,0.6557,0.0,0.7011,0.0,0.6682,0.0,0.7067,0.0,0.713
265,0.0,0.7229,0.0,0.6899,0.0,0.6583,0.0,0.6991,0.0,0.6729,0.0,0.7098,0.0,0.714
266,0.0,0.7292,0.0,0.692,0.0,0.6627,0.0,0.6968,0.0,0.6723,0.0,0.7125,0.0,0.7144
267,0.0,0.7275,0.0,0.6887,0.0,0.6586,0.0,0.6967,0.0,0.6689,0.0,0.7104,0.0,0.7112
268,0.0,0.7261,0.0,0.6873,0.0,0.6595,0.0,0.6958,0.0,0.6695,0.0,0.7101,0.0,0.7103
269,0.0,0.7242,0.0,0.6861,0.0,0.657,0.0,0.694,0.0,0.6673,0.0,0.709,0.0,0.7056
270,0.0,0.7224,0.0,0.6845,0.0,0.658,0.0,0.6967,0.0,0.6696,0.0,0.7074,0.0,0.7044
271,0.0,0.7288,0.0,0.6925,0.0,0.6682,0.0,0.6966,0.0,0.677,0.0,0.7149,0.0,0.7116
272,0.0,0.7314,0.0,0.6928,0.0,0.6732,0.0,0.698,0.0,0.6796,0.0,0.7177,0.0,0.7149
273,0.0,0.7313,0.0,0.6925,0.0,0.6719,0.0,0.6978,0.0,0.6808,0.0,0.7176,0.0,0.7147
274,0.0,0.7314,0.0,0.6962,0.0,0.6748,0.0,0.6955,0.0,0.6852,0.0,0.7177,0.0,0.7165
275,0.0,0.7387,0.0,0.7005,0.0,0.6799,0.0,0.7073,0.0,0.6894,0.0,0.723,0.0,0.7236
276,0.0,0.7392,0.0,0.7009,0.0,0.6794,0.0,0.7128,0.0,0.6913,0.0,0.7253,0.0,0.7277
277,0.0,0.742,0.0,0.6976,0.0,0.6812,0.0,0.7087,0.0,0.6924,0.0,0.7266,0.0,0.7253
278,0.0,0.7487,0.0,0.7081,0.0,0.6878,0.0,0.7128,0.0,0.6973,0.0,0.7298,0.0,0.7277
279,0.0,0.7573,0.0,0.7129,0.0,0.6962,0.0,0.718,0.0,0.702,0.0,0.7328,0.0,0.7337
280,0.0,0.7538,0.0,0.7101,0.0,0.6924,0.0,0.7189,0.0,0.7038,0.0,0.7312,0.0,0.7324
281,0.0,0.7552,0.0,0.7108,0.0,0.692,0.0,0.7211,0.0,0.6984,0.0,0.7288,0.0,0.7313
282,0.0,0.7523,0.0,0.7069,0.0,0.6926,0.0,0.7187,0.0,0.6981,0.0,0.7274,0.0,0.7293
283,0.0,0.7531,0.0,0.7137,0.0,0.6945,0.0,0.7211,0.0,0.6993,0.0,0.7305,0.0,0.7334
284,0.0,0.7595,0.0,0.7211,0.0,0.699,0.0,0.7238,0.0,0.7107,0.0,0.7445,0.0,0.7404
285,0.0,0.7662,0.0,0.7205,0.0,0.7004,0.0,0.7234,0.0,0.7193,0.0,0.7506,0.0,0.747
286,0.0,0.7685,0.0,0.7247,0.0,0.7002,0.0,0.7212,0.0,0.7152,0.0,0.751,0.0,0.748
287,0.0,0.7707,0.0,0.7268,0.0,0.7045,0.0,0.7218,0.0,0.7163,0.0,0.7513,0.0,0.7497
288,0.0,0.7716,0.0,0.7336,0.0,0.705,0.0,0.7216,0.0,0.7189,0.0,0.7559,0.0,0.7463
289,0.0,0.7739,0.0,0.7372,0.0,0.7041,0.0,0.7155,0.0,0.7168,0.0,0.7565,0.0,0.7437
290,0.0,0.7708,0.0,0.7392,0.0,0.7056,0.0,0.7083,0.0,0.7102,0.0,0.7486,0.0,0.7387
291,0.0,0.7713,0.0,0.7454,0.0,0.7086,0.0,0.7175,0.0,0.706,0.0,0.7494,0.0,0.7383
292,0.0,0.7642,0.0,0.7401,0.0,0.7039,0.0,0.709,0.0,0.6991,0.0,0.7473,0.0,0.7342
293,0.0,0.7648,0.0,0.7371,0.0,0.7035,0.0,0.715,0.0,0.6991,0.0,0.7511,0.0,0.7398
294,0.0,0.762,0.0,0.7357,0.0,0.7052,0.0,0.7143,0.0,0.6986,0.0,0.7478,0.0,0.7385
295,0.0,0.7621,0.0,0.736,0.0,0.7077,0.0,0.7106,0.0,0.704,0.0,0.7537,0.0,0.7417
296,0.0,0.7566,0.0,0.7359,0.0,0.7116,0.0,0.7101,0.0,0.6991,0.0,0.7507,0.0,0.7441
297,0.0,0.761,0.0,0.7327,0.0,0.7091,0.0,0.7158,0.0,0.7072,0.0,0.7517,0.0,0.7452
298,0.0,0.7622,0.0,0.7355,0.0,0.7111,0.0,0.7189,0.0,0.7083,0.0,0.7545,0.0,0.7483
299,0.0,0.7543,0.0,0.7356,0.0,0.7057,0.0,0.721,0.0,0.7061,0.0,0.7492,0.0,0.7427
