episode,n_steps,mean_clearing_price,std_clearing_price,min_clearing_price,max_clearing_price,mean_demand_mw,mean_rho,agent_0_total_reward,agent_0_mean_reward,agent_0_std_reward,agent_0_clip_rate,agent_0_action_entropy,agent_0_mean_bid_price,agent_0_mean_bid_qty_mw,agent_1_total_reward,agent_1_mean_reward,agent_1_std_reward,agent_1_clip_rate,agent_1_action_entropy,agent_1_mean_bid_price,agent_1_mean_bid_qty_mw
87,335,34.59292704952639,21.388915540416214,-5.69,165.7256025192804,48888.844776119404,0.6380880886117654,141831.36945091828,423.3772222415471,446.30377933379214,0.0,0.7453,22.47190858208955,27.82649253731343,174417.1807537584,520.6483007574878,750.8845904433291,0.0,0.7766,32.75280037313433,26.744402985074625
88,335,34.1151129375327,21.834507295457882,-3.234549259173696,161.71608437059973,48925.32537313433,0.6401189411737506,139332.50746649285,415.9179327357996,454.71485148092495,0.0,0.742,22.592421641791045,27.901119402985074,170802.85664215402,509.8592735586687,759.8894863828262,0.0,0.7769,32.735102611940306,26.91231343283582
89,335,32.50241170081501,21.535427826981863,-5.369691387958827,166.75342058440714,49170.94328358209,0.6525469086828886,126977.12691808597,379.0361997554805,456.65576648100597,0.0,0.7372,23.54381156716418,28.050373134328357,153518.9316281384,458.2654675466818,707.2295369515773,0.0,0.7725,34.68594962686567,26.688432835820894
90,335,32.26448329627233,21.26746829537382,-0.9908440316834399,162.57662808174462,49289.934328358206,0.6531380317167553,125896.7567588932,375.81121420565137,460.44751946300937,0.0,0.7392,23.674061567164177,28.050373134328357,152501.0804474079,455.22710581315795,695.2061419908789,0.0,0.7728,34.722457089552236,27.042910447761194
91,335,31.147364865894893,21.723793058555653,-1.9628576469821262,169.62217645710317,49082.24776119403,0.6621042911923771,117364.00255580567,350.3403061367333,443.04644683853076,0.0,0.7366,23.72192723880597,27.957089552238806,146383.6355226746,436.96607618708833,703.9688144326877,0.0,0.767,35.516727611940304,27.34141791044776
92,335,28.880012050282875,17.621339874259263,-4.269466231171993,96.72490591543776,49106.53731343283,0.6771283210841492,98391.03300459008,293.7045761331047,382.03612157260227,0.0,0.7294,24.11701679104478,28.292910447761194,122443.58563740377,365.503240708668,544.3341748853749,0.0,0.7584,35.71969776119403,27.472014925373134
93,335,27.22751257569983,16.948382086440443,-3.069976966653661,110.59694093182887,49204.15223880597,0.6896712804591226,89415.66945603915,266.91244613743027,376.51547826863447,0.0,0.7131,24.833486940298506,28.255597014925375,111417.43441086699,332.5893564503492,510.16095418492097,0.0,0.7485,36.87575373134329,27.73320895522388
94,335,26.396374884005077,16.722158935085805,-4.487981111275115,109.40197589134961,49384.8328358209,0.6961892981686847,82202.31341230657,245.38004003673603,369.61698660388305,0.0,0.7041,25.741561567164176,28.684701492537314,110010.497118798,328.38954363820295,518.7005421251383,0.0,0.7389,34.918861940298505,28.274253731343283
95,335,26.591480609566094,16.617322771508885,-5.69,109.86666115086867,49590.86865671642,0.695457941873638,79027.90925215464,235.90420672284966,358.50300745201565,0.0,0.6923,26.981742537313437,28.90858208955224,103903.24833269877,310.158950246862,520.2658139367213,0.0,0.7233,36.893643656716414,28.53544776119403
96,335,28.239036033819115,23.424235726375336,-5.0889393070627005,243.09347909283,49756.0776119403,0.6896279383930252,78116.7431798726,233.1843079996197,356.986008776878,0.0,0.6959,26.94590111940299,28.386194029850746,130778.39352071592,390.38326424094305,945.9592229204092,0.0,0.7299,38.685861940298516,28.90858208955224
97,335,27.820921499597155,22.868302456977844,-1.9243877449382176,232.50337861965374,50252.24776119403,0.6927081806490661,75820.88754905063,226.33100760910636,349.59916248982404,0.0,0.702,25.881710820895524,28.386194029850746,126431.34602585525,377.4070030622545,920.6074406901888,0.0,0.7352,37.95515485074627,28.833955223880597
98,335,29.28781516691825,22.98289245757261,-3.8451775203871312,246.037318019483,50728.79104477612,0.6837319510640041,85313.63823342836,254.66757681620405,365.7272933785803,0.0,0.7039,25.452914179104475,28.815298507462686,134728.13192221377,402.17352812601126,944.96105914819,0.0,0.7353,37.92220895522388,29.03917910447761
99,335,30.05662524005339,22.92206757220984,-5.69,244.66711228805278,51030.51641791045,0.6770213251246708,96035.33568267272,286.6726438288738,394.77041866821094,0.0,0.7081,25.60808582089552,28.90858208955224,142158.3333752409,424.35323395594304,934.2889368552,0.0,0.7462,37.30222201492538,29.057835820895523
100,335,31.190242789299806,22.853885123678584,-5.69,237.5667087561594,51136.116417910445,0.6673751041244385,100030.34218836146,298.59803638316856,406.9146360459396,0.0,0.724,25.58492537313433,28.57276119402985,149589.7055786193,446.5364345630427,941.6716783366737,0.0,0.7593,37.64760820895522,28.703358208955223
101,335,31.73515975225079,23.202009409330433,-5.69,246.02324794914273,51397.97014925373,0.6645083553719735,106881.65645880639,319.0497207725564,414.54714678639516,0.0,0.7292,25.777582089552237,28.255597014925375,153793.7546325349,459.08583472398476,969.3651787586499,0.0,0.7651,38.53411940298508,28.64738805970149
102,335,31.244835024910152,22.623177097670986,-1.1729428813198162,238.5734213225917,51541.576119402984,0.667969967561254,105626.31125512798,315.3024216570984,409.3043636161467,0.0,0.7348,25.776509328358213,28.386194029850746,150259.03373811953,448.5344290690135,944.0692445085899,0.0,0.7702,37.82162873134329,28.53544776119403
103,335,31.042465755600062,22.33817189498014,1.8025845795750879,239.19114055369295,51698.928358208956,0.6700673217060926,102498.68241733915,305.96621617116165,390.99108577478756,0.0,0.7346,25.759921641791042,28.49813432835821,147432.86487909625,440.0981041167052,938.1780809158921,0.0,0.7719,36.84162686567164,28.57276119402985
104,335,31.038265723009594,22.1727821753492,-4.689253972093974,233.93852116310046,52003.388059701494,0.6694288821149047,100495.00004491094,299.98507476092817,401.2082492596727,0.0,0.7358,26.477582089552243,28.46082089552239,148280.96296459864,442.6297401928318,931.1843783001375,0.0,0.7707,35.95357276119403,29.03917910447761
105,335,31.921564281772884,21.80943884642614,0.44125485328455527,238.8521758466232,52294.477611940296,0.6640229211556974,108231.95810672702,323.08047196037916,397.2827598973006,0.0,0.7346,27.413680970149258,28.53544776119403,150365.97711491672,448.85366302960216,929.6419136661341,0.0,0.7701,36.97903171641791,28.59141791044776
106,335,32.642519412914574,22.11728804500695,6.6783038751179795,237.03316606973857,52261.931343283584,0.6578795459672165,114919.86834002078,343.04438310453963,410.7990885422574,0.0,0.7366,28.90382462686567,28.42350746268657,159112.68084368252,474.9632263990523,945.3838461107055,0.0,0.7711,38.5691604477612,28.815298507462686
107,335,33.44002028189288,24.181579911253618,6.312589876555268,243.22585516589655,52155.90447761194,0.6527074805877306,120695.0082389261,360.2836066833615,439.35773741791235,0.0,0.7323,29.084050373134332,28.57276119402985,166682.26129671105,497.5589889454061,987.2263482822891,0.0,0.7644,38.59803731343283,28.796641791044777
108,335,33.49941860633549,24.148603297950828,3.789332909568599,243.0630852787978,51801.96716417911,0.6520216976019675,126273.43993239009,376.93564158922413,449.9123486616661,0.0,0.7268,29.08704850746269,28.722014925373134,167643.1092088692,500.42719166826623,980.7543447312361,0.0,0.7583,38.2157947761194,28.703358208955223
109,335,33.43624247503834,24.14883937642559,-5.662151122887862,240.75153017631564,51531.1223880597,0.6510170554905942,130759.10231566966,390.3256785542378,439.17082842579254,0.0,0.723,28.28619029850747,28.92723880597015,165441.87698998384,493.85634922383235,973.1231614562703,0.0,0.7565,37.533740671641795,28.479477611940297
110,335,30.736316640680695,18.47597113936857,-5.286883663883185,151.74596154207794,51519.19402985075,0.6654406330978837,120835.31372848894,360.7024290402655,430.43131383987367,0.0,0.7187,29.23487126865672,29.300373134328357,133718.850605025,399.16074807470153,580.1403081655608,0.0,0.7523,36.9030447761194,28.18097014925373
111,335,30.40270268173531,17.1356678237415,-3.462614714045003,153.62879372316544,51232.90149253731,0.6686753646863096,114410.13926263782,341.5228037690681,414.0314458098434,0.0,0.721,31.034246268656723,28.777985074626866,133695.92636864394,399.0923175183401,555.8514326376425,0.0,0.7526,38.09847388059702,28.722014925373134
112,335,30.382519508122435,17.965907413231086,-0.5649219161943475,150.66622363215106,51016.99402985074,0.6684970675444113,110564.45811575779,330.04315855450085,403.9447521957235,0.0,0.7239,31.468604477611947,28.16231343283582,134531.22210351023,401.5857376224186,602.0749448448721,0.0,0.7598,38.603087686567164,28.94589552238806
113,335,30.03157031126956,18.56615801396592,-1.5643644442810225,156.7238428987102,50980.99402985074,0.6714628776253425,104593.14571617314,312.2183454214124,387.82029852035356,0.0,0.727,30.249119402985073,28.274253731343283,127347.37508935675,380.14141817718433,615.0963294671823,0.0,0.7633,37.643235074626865,28.833955223880597
114,335,28.798462442251896,18.592224260560414,-5.69,153.02543939491954,50832.32537313433,0.6795941470053681,97309.6059210383,290.47643558518894,366.1190799026692,0.0,0.7082,31.23710447761194,28.42350746268657,122572.49805524005,365.88805389623894,586.1193338103659,0.0,0.7471,37.2473526119403,29.07649253731343
115,335,28.438062338417687,18.424556454642158,-1.5753274539791722,153.34509346399497,50560.385074626865,0.6823805888215743,92979.13903146796,277.5496687506506,357.4249717036975,0.0,0.6969,31.159,28.386194029850746,125558.95493311205,374.8028505466031,594.29247147252,0.0,0.7336,37.029815298507465,29.169776119402986
116,335,29.396372106162477,18.56009114455256,-4.906191571841768,150.94867742406817,50150.567164179105,0.6752372420560615,101473.06756813973,302.9046793078798,369.5279140274363,0.0,0.6962,31.845080223880597,28.274253731343283,134912.01167290728,402.7224229042008,599.3826587781747,0.0,0.7324,38.77749626865672,29.020522388059703
117,335,29.36144832966932,18.628193606350024,-0.19059241237524605,162.56205197774727,49729.08358208955,0.6759088164337438,101432.42291413134,302.78335198248163,358.2207199494789,0.0,0.6878,32.4353302238806,28.050373134328357,133108.5631172916,397.33899437997496,605.9760287913065,0.0,0.7232,39.48210820895523,28.98320895522388
118,335,28.904698037857386,19.389684706747094,-3.9326592865033767,151.10492706954446,49820.89850746268,0.6774966756413143,100236.59828644557,299.21372622819575,377.7039363430966,0.0,0.6874,31.704194029850743,28.18097014925373,126355.74990088752,377.18134298772395,608.0416543582332,0.0,0.7241,38.93306902985075,28.666044776119403
119,335,28.643238924561963,19.263036983974875,-4.22105065253568,149.92825068260228,50368.17611940298,0.6793131304265444,96477.51598951395,287.9925850433252,370.815718890204,0.0,0.6925,30.711761194029858,27.938432835820894,127136.16553372708,379.5109418917226,610.7243280630851,0.0,0.7345,38.47905970149254,28.759328358208954
120,335,27.945643290254758,19.525028824801026,-3.0241750327518058,154.8734651435335,51051.08955223881,0.6846777030137352,91361.2920078794,272.7202746503863,355.7025126502692,0.0,0.6933,29.39148134328358,27.73320895522388,126778.40889777392,378.44301163514604,603.3371436612816,0.0,0.7382,37.48104850746269,29.132462686567163
121,335,28.011311776805375,19.03870352733592,-0.9373624258824127,130.08045979478374,51748.58208955224,0.6831308608080253,90061.00111512063,268.83880929886755,347.09793779480964,0.0,0.6906,28.580662313432832,27.770522388059703,127001.286322765,379.108317381388,599.8023656663503,0.0,0.732,36.442708955223885,29.35634328358209
122,335,28.02433889618865,20.43585517076764,-5.69,129.32853367042063,52766.75820895522,0.6832153692711557,84364.47203554568,251.8342448822259,342.75450835054994,0.0,0.6845,27.569824626865675,27.67723880597015,130620.51350602356,389.9119806149957,639.6524795714265,0.0,0.728,35.34095708955224,29.505597014925375
123,335,28.105332446098544,19.499228537805156,-3.7895686917080464,135.76045950683823,53768.89552238806,0.683889231744391,83348.19231055379,248.80057406135458,341.06546497453013,0.0,0.6818,27.004356343283582,27.938432835820894,128071.30992888854,382.30241769817474,611.7249106371676,0.0,0.7244,33.67247014925373,29.561567164179106
124,335,28.076617185793197,19.587210876006093,-4.448870767702629,122.45753491907135,54634.928358208956,0.6828763703833568,84655.46359936337,252.70287641601007,342.73105400519046,0.0,0.6824,28.540839552238804,27.770522388059703,129303.71661041072,385.9812436131663,608.9588009694567,0.0,0.7241,36.01730410447761,29.188432835820894
125,335,28.831783010772984,19.594821544907738,-4.36476405941832,125.84601810704352,55472.10149253732,0.6778410961350626,93543.71354604827,279.2349658090993,358.4847861566566,0.0,0.687,26.2516697761194,28.292910447761194,132439.35998488386,395.34137308920555,616.1494815227062,0.0,0.7257,34.56534514925373,28.85261194029851
126,335,31.551140960278545,43.78256735008651,-3.2433351346427077,518.8107990665363,56000.58507462686,0.67893138040411,98402.4244067837,293.73858031875733,569.8604448122672,0.0,0.6903,26.226048507462686,28.21828358208955,173210.50076042017,517.0462709266274,1671.441843860729,0.0,0.7275,33.79587873134328,28.796641791044777
127,335,31.637659210797906,43.61565171646725,-4.068955661642835,515.9319393404439,56646.78507462687,0.6783463443592266,97019.23649599368,289.6096611820707,566.1637950372088,0.0,0.6808,26.693333955223878,28.06902985074627,175046.4963720224,522.5268548418579,1661.5007730934421,0.0,0.7143,33.53982089552239,28.94589552238806
128,335,31.22273058584364,42.81873537613934,-1.512771471324955,517.9639199507516,57564.850746268654,0.6823562995982771,90707.13382790539,270.7675636653892,553.1995517101573,0.0,0.6861,25.907912313432835,27.65858208955224,169590.3805467957,506.23994193073344,1649.1053327876834,0.0,0.7171,35.41351679104478,28.833955223880597
129,335,31.542842729113115,42.83750055900027,-1.2140466340321145,513.1193713705741,58672.03880597015,0.6816505572250273,91027.96619781,271.72527223226865,553.9074163695237,0.0,0.6922,25.069475746268655,27.73320895522388,168282.28710935335,502.3351854010548,1646.1277863630369,0.0,0.7275,35.18281902985074,28.628731343283583
130,335,31.07717491149065,43.00033110073161,-0.168135799928689,515.8335808388597,59861.611940298506,0.6838478938163409,88021.6016341271,262.7510496541108,548.1839913772698,0.0,0.6938,27.013852611940298,27.67723880597015,164918.45324079038,492.29389027101604,1647.84111744832,0.0,0.7299,36.782018656716424,28.479477611940297
131,335,31.935753604374526,43.24883780290349,-4.6005710235091675,517.0397520571793,60565.113432835824,0.6791183594828542,93163.60613785576,278.1003168294202,555.9786415743804,0.0,0.6893,26.50128917910448,28.10634328358209,168772.80119705218,503.7994065583647,1657.475171159156,0.0,0.7198,36.98014179104477,28.57276119402985
132,335,32.06639397907058,42.84396312569908,0.8787959293508294,518.2958947220485,60438.32835820896,0.6792941655190847,96257.32578102109,287.33530083886893,550.9338685028025,0.0,0.6899,26.340975746268658,28.14365671641791,171404.2381571069,511.65444226002063,1657.4092464061155,0.0,0.7205,37.51356343283582,28.59141791044776
133,335,32.94159348242095,42.60875247800995,0.17541642489412546,510.8144094573835,60029.46567164179,0.6724708904978611,106630.50250988123,318.3000074921828,554.604319090355,0.0,0.6959,26.17378171641791,28.16231343283582,180712.13177578946,539.4391993307148,1641.708929870094,0.0,0.7254,36.95472761194031,28.404850746268657
134,335,33.54489193848581,42.00621624755946,0.07165555592014572,522.1921035046687,59627.69552238806,0.6686082984040295,107462.55417239739,320.78374379820116,547.934585418687,0.0,0.7104,25.546707089552235,27.919776119402986,180117.0397726435,537.6628052914731,1645.3835866103973,0.0,0.7356,37.09821828358209,28.10634328358209
135,335,33.744722725654064,41.27560880815635,1.1150871821290105,519.3402392653007,59302.13731343284,0.6667458812090299,107969.91165288334,322.2982437399503,538.3854715531447,0.0,0.7233,25.515522388059704,27.192164179104477,178428.138927301,532.6213102307493,1629.3959744722506,0.0,0.7468,39.245050373134326,27.845149253731343
136,335,34.22859914084346,40.71016102289463,0.22081645085874246,520.8970002285071,58888.979104477614,0.6633737755667048,110322.42633583854,329.32067562936874,520.2740140735342,0.0,0.7341,24.46459701492537,27.098880597014926,179947.47048891784,537.1566283251278,1623.5580104487415,0.0,0.7613,39.30382276119403,27.378731343283583
137,335,35.041324836279045,41.24438846881161,6.385200617372304,522.8244269453463,58717.15223880597,0.6575664454488024,114545.68658571022,341.92742264391114,534.2596555491994,0.0,0.7351,23.39581156716418,26.557835820895523,188177.9846507127,561.7253273155603,1645.6680468262175,0.0,0.7687,38.38171828358209,27.472014925373134
138,335,35.89841303068334,41.07030314286595,5.752206774172185,513.456953018955,58812.78507462687,0.6506306383330096,123475.47931513122,368.5835203436753,536.7889959352852,0.0,0.7336,22.77761380597015,26.46455223880597,194591.45859418504,580.8700256542837,1630.6467421266705,0.0,0.7697,37.577291044776125,27.565298507462686
139,335,35.15751215324144,41.4071006496123,9.284025484833416,525.4445930982429,59004.45373134328,0.655966392314278,109852.44925756502,327.91775897780605,517.1445299436684,0.0,0.7338,23.895046641791044,26.222014925373134,188064.8621110723,561.3876480927531,1647.665078932857,0.0,0.7682,38.47786007462687,27.807835820895523
140,335,31.200427891827825,14.90642839910707,-0.25928331917381975,98.87724982778191,59252.39701492537,0.6642845278815388,99210.46849531657,296.1506522248256,328.93389056324764,0.0,0.7319,25.729679104477615,26.259328358208954,134414.3145293924,401.23675978923103,524.4388458133884,0.0,0.767,42.05651119402985,27.863805970149254
141,335,30.858961696493818,13.8384803918847,1.680327920694534,96.72096908524648,59238.64179104478,0.667112975903638,99455.49889292012,296.88208624752275,300.8682682678022,0.0,0.7368,25.8026697761194,26.09141791044776,138196.95658741647,412.52822861915365,498.41541170521197,0.0,0.7697,40.69394589552238,27.957089552238806
142,335,30.69283076338594,13.653859923663145,6.493205352713772,90.14293007076236,59385.54328358209,0.6684766671094489,96326.71598327764,287.54243577097805,299.7774004994204,0.0,0.7344,26.829813432835824,26.222014925373134,135899.20996858593,405.6692834883162,508.57557008908236,0.0,0.7648,40.34375186567164,28.42350746268657
143,335,30.58618213956298,14.150742671660518,3.8857717921364845,97.33297405871149,59448.746268656716,0.6684448180202629,97814.19089812729,291.9826593973949,318.1037514025654,0.0,0.7337,27.81595708955224,26.38992537313433,136263.51059517788,406.7567480453071,504.29178787597317,0.0,0.7612,41.16515298507463,28.64738805970149
144,335,31.394574693170885,14.814833801179292,5.564211084350082,90.58643890977662,59517.522388059704,0.6618294206140838,103127.82604796559,307.8442568595988,318.94359735276015,0.0,0.7342,26.838216417910452,26.46455223880597,148041.78003788702,441.9157613071254,537.7826119598095,0.0,0.7605,40.407307835820895,28.722014925373134
145,335,30.77742147016092,14.968100081122666,0.24319677868237477,98.05852442212864,59847.41492537314,0.6668327223510879,97956.90936458544,292.4086846704043,321.2140890891712,0.0,0.7348,27.54982462686567,26.01679104477612,139583.69628318146,416.66775009904916,529.9765612379783,0.0,0.7569,41.30456529850747,28.703358208955223
146,335,31.287063912741196,15.138596055510016,6.170472645528306,90.26428207948327,60328.110447761195,0.6626311713404621,101760.70320490166,303.76329314896014,323.28733779429894,0.0,0.7343,27.974391791044773,25.99813432835821,143419.37294471363,428.11753117824964,541.8050303748479,0.0,0.7493,41.470376865671646,28.96455223880597
147,335,30.237490081966598,15.042664264449197,-0.6861456769642889,93.812887413586,60478.77910447761,0.670614507766755,93382.6133297605,278.7540696410761,307.4094264189517,0.0,0.7366,27.98825373134328,26.35261194029851,133826.24917650493,399.48134082538786,517.0587089008303,0.0,0.7509,40.74167723880597,28.777985074626866
148,335,30.23044509675017,14.502611643000717,5.949346648856956,100.10092677721552,60407.18805970149,0.6713845959973265,93687.94920889841,279.66552002656243,313.3818710657673,0.0,0.7303,30.08178358208955,26.50186567164179,127337.66869848142,380.11244387606394,512.4199686166343,0.0,0.7476,41.59215298507463,28.777985074626866
149,335,29.579669430458985,14.6611329338781,5.233589430288403,90.06029079243369,60534.707462686565,0.6762610224788127,93615.5289047613,279.44934001421285,309.642307340614,0.0,0.7238,29.981367537313435,27.098880597014926,124033.72824976443,370.24993507392367,512.2647550301217,0.0,0.744,39.32101119402986,28.88992537313433
150,335,29.295084903993065,14.449533706225527,2.501442971415468,94.34410194217813,61064.30149253731,0.6779478781115348,89566.81406207017,267.36362406588114,308.24900676176725,0.0,0.7121,30.206833955223882,27.229477611940297,123976.45217154421,370.0789617061021,494.7801410300211,0.0,0.7344,39.352555970149254,29.39365671641791
151,335,28.159823440158707,13.037539238748383,0.23019637957787076,95.952135186668,61377.08955223881,0.6873624762315643,83946.62787924301,250.5869488932627,292.26782899536505,0.0,0.7102,30.529423507462692,27.75186567164179,114730.49228311637,342.4790814421384,452.44256267159926,0.0,0.7292,38.618011194029854,29.542910447761194
152,335,28.933695575759263,12.762487390754194,3.8604181136208897,96.25868931695437,61126.7671641791,0.6827009197384063,90073.8723717377,268.87723096041105,299.63722732845156,0.0,0.7074,30.44017910447761,27.770522388059703,117997.61679804548,352.2316919344641,457.3242993639679,0.0,0.7263,38.71999253731343,30.027985074626866
153,335,29.06628487282339,13.22364883151584,3.4331876669456634,90.03815849112262,61203.85970149254,0.6807875126618006,92121.8144529727,274.9904909043961,312.8356980192609,0.0,0.7068,28.44487873134328,27.621268656716417,120802.02235552085,360.60305180752493,468.8323527194277,0.0,0.7332,37.77627798507463,29.84141791044776
154,335,27.166880978865148,12.848191205202843,4.634150208101835,87.19839104107062,61576.605970149256,0.694837400237921,77166.11129773062,230.34660088874813,282.1121129334506,0.0,0.7099,28.478684701492536,27.565298507462686,106698.99912307234,318.5044749942458,445.6259826157213,0.0,0.7349,36.74247388059702,29.89738805970149
155,335,27.36277615052148,13.479991194328939,0.4379213099964492,101.83905872105122,61946.21492537313,0.6928014629853871,80397.04664503003,239.99118401501502,286.8733813292642,0.0,0.7018,29.137444029850748,28.06902985074627,111343.20244312359,332.3677684869361,481.50849386983475,0.0,0.7295,37.16681343283582,30.046641791044777
156,335,27.467463939276744,14.198267817700234,-0.40052915281677315,91.78513346438045,62149.19104477612,0.6909499411657987,79640.0094617815,237.731371527706,305.573874616983,0.0,0.7027,29.63611753731343,28.125,111168.30876799523,331.84569781491115,494.22313109427597,0.0,0.7315,37.963442164179106,29.542910447761194
157,335,27.995425749177784,13.876381717241998,4.72948933545007,101.34701566236816,62217.73134328358,0.6883327877282697,84880.86843350068,253.37572666716622,299.93142495254614,0.0,0.7028,29.040169776119402,27.863805970149254,114725.41278180497,342.46391875165665,493.9123695752433,0.0,0.7331,37.33646455223881,29.80410447761194
158,335,27.550853631941926,12.028914097574408,-0.6908136676793273,77.62459884459139,62210.76119402985,0.6930007656050442,80464.39190303787,240.19221463593396,288.3308839463237,0.0,0.7042,29.00746641791045,27.82649253731343,105203.64075389344,314.0407186683386,427.2669654443838,0.0,0.7344,36.42558768656716,29.972014925373134
159,335,27.28427051136443,12.61830523885743,3.088508639197628,82.7598378773015,62372.54328358209,0.6940792968880474,82566.22313423525,246.46633771413505,296.7800773102057,0.0,0.7051,28.403968283582092,28.348880597014926,110147.71564501754,328.7991511791568,447.85028211522246,0.0,0.7331,34.67440485074627,30.009328358208954
160,335,26.12127041693866,12.167081462394925,-2.6123017777368176,84.33985628483256,62652.04179104478,0.7027697590317765,71079.0796457608,212.17635715152477,278.30602331452985,0.0,0.7046,28.08909514925373,28.59141791044776,100638.79955250188,300.41432702239365,432.7844508199512,0.0,0.7304,33.64107835820895,29.71082089552239
161,335,26.082569370429827,11.851957267568018,3.243126733178883,79.63352705923174,63106.63880597015,0.7039446718826068,68899.19924538456,205.6692514787599,270.7405261739938,0.0,0.6982,29.82207835820896,28.367537313432837,99203.88606263268,296.1310031720378,441.1623236742189,0.0,0.7246,35.03899626865672,30.19589552238806
162,335,25.74205018440406,11.949198806589349,4.480066943810677,75.91505297493484,63626.14029850746,0.7057327764841663,66651.22445122812,198.9588789588899,269.10161695443685,0.0,0.6972,28.097611940298503,28.57276119402985,103110.92443995018,307.79380429835874,444.15461926807643,0.0,0.7224,33.19399626865672,30.363805970149254
163,335,25.67758119511431,11.78170519226043,5.137505168099734,76.89100214597099,63955.22985074627,0.7063686414361235,64306.16725337652,191.9587082190344,270.2631375363868,0.0,0.6871,28.240214552238804,28.479477611940297,102600.04670962188,306.26879614812503,434.84798828961095,0.0,0.7137,33.82219589552239,30.792910447761194
164,335,25.35430691025913,11.294893843173904,3.6277169719014077,76.0211440178839,64101.73432835821,0.7094341371502676,60978.09400064918,182.0241611959677,255.35708935535504,0.0,0.686,28.291610074626867,28.55410447761194,98914.04445492435,295.26580434305777,429.6229016098442,0.0,0.7118,33.96889738805971,30.60634328358209
165,335,25.132941507345393,11.38402391034946,-0.43771558206631056,82.11570245977876,64305.26865671642,0.7108665389352711,60694.31864457445,181.17707058081925,257.5599964538017,0.0,0.6844,29.864037313432835,28.236940298507463,92992.36911133229,277.58916152636505,415.03205079026407,0.0,0.7096,35.583477611940296,30.419776119402986
166,335,25.25672328817171,11.270522187491407,4.655064265337015,74.75831919561044,64654.883582089555,0.710279145752436,55921.15950230189,166.9288343352295,244.00050576155826,0.0,0.6836,32.32000746268657,27.71455223880597,94312.13986201958,281.52877570752116,433.12252694006423,0.0,0.7077,37.89089365671642,30.438432835820894
167,335,25.652401844437783,11.791691963480849,3.1692536840091265,81.3294100928477,64482.14029850746,0.7073813420366418,56919.7209464148,169.90961476541733,249.94054312866464,0.0,0.6708,32.475750000000005,27.882462686567163,96658.11237268137,288.53167872442197,464.13504278211997,0.0,0.6896,38.63945335820896,30.494402985074625
168,335,26.862856649489412,12.225140604263101,5.708864027340717,84.81430261503074,64304.253731343284,0.6986309202324301,65781.57792026791,196.36291916497885,266.5786171556363,0.0,0.6841,30.73526119402985,28.03171641791045,109300.51598321642,326.2701969648251,474.3874916753831,0.0,0.706,36.43994402985074,30.270522388059703
169,335,27.108956718909607,12.200996981713113,5.246062563644591,83.67105846531157,63977.22388059701,0.6965442594740837,70672.68799770999,210.96324775435818,266.61067575799535,0.0,0.6955,30.371889925373132,27.69589552238806,106749.74916831998,318.6559676666268,452.61265045822626,0.0,0.7184,36.7194328358209,29.990671641791046
170,335,26.940782895560574,11.310186564999908,7.718028219011115,86.22972733400847,63343.05970149254,0.6988603323265302,68464.39962254642,204.37134215685498,260.46639417765175,0.0,0.6962,28.559916044776124,27.882462686567163,105655.75588783069,315.3903160830767,436.5959205111498,0.0,0.7203,34.89045335820895,30.10261194029851
171,335,26.49548128840761,11.330914893117415,4.420479920028912,90.69550128211469,62771.05970149254,0.7020854057502173,68433.46588013112,204.27900262725706,254.2324409037167,0.0,0.6978,29.201677238805967,27.621268656716417,107567.60831772443,321.09733826186397,438.43950965337024,0.0,0.7211,34.79273507462687,30.21455223880597
172,335,27.182039571937793,11.247128853387604,4.696878174712127,82.87112645895199,62321.82388059702,0.6970823279314501,73871.71229642107,220.51257401916737,263.72005142787185,0.0,0.6966,30.167708955223883,27.69589552238806,109067.71738253123,325.57527576875,432.4847601816419,0.0,0.7186,37.13204291044776,29.953358208955223
173,335,27.267449589759977,10.949811690900233,6.270582271381307,82.41235008291709,62012.33432835821,0.6969294725579659,72569.60653775968,216.6256911574916,259.722208605051,0.0,0.6982,29.10744402985075,27.65858208955224,108948.67882520531,325.21993679165763,435.0324327609337,0.0,0.7223,36.18099067164179,29.953358208955223
174,335,27.465870264479236,11.556791728439297,4.924866863813995,85.85221336525821,61862.03582089552,0.6948751798180428,74884.03127799241,223.53442172535048,265.6904315753144,0.0,0.6995,30.4269776119403,27.28544776119403,112443.97078815084,335.65364414373386,452.8585453744279,0.0,0.73,37.981643656716415,29.86007462686567
175,335,27.965713016129193,10.916915970000018,8.255367297889386,81.55590745641524,61653.21492537313,0.6923990770827265,80653.13616983173,240.75563035770668,266.6715810389722,0.0,0.6989,29.35356529850746,27.17350746268657,111392.82873812431,332.5159066809681,434.2798125770972,0.0,0.7309,37.929363805970155,29.78544776119403
176,335,27.980559774262222,11.074331026880113,2.5396079640711537,79.80824799095512,61612.522388059704,0.6914322039272691,81691.88757411618,243.85638081825724,262.85346756012285,0.0,0.6982,29.15162313432836,27.21082089552239,114005.0464849753,340.3135715969412,444.32432771119164,0.0,0.7295,37.87455410447762,29.67350746268657
177,335,27.507948549164706,11.275849015102255,4.6195768364344385,83.98994815352013,61719.85373134328,0.6948935062612371,76388.86511871655,228.02646304094495,265.7163879197025,0.0,0.6987,29.089626865671647,27.490671641791046,109004.5080600321,325.3865912239764,431.8320816795779,0.0,0.7266,38.09700186567164,29.31902985074627
