agent,total_reward,mean_reward,std_reward,clip_rate,mean_action_idx,action_entropy
0,114762.97336975342,342.57603990971177,607.8978080468554,0.0023880597014925378,26.482238805970148,2.9038029779054906
1,125594.45619424836,374.90882446044304,563.8100543494712,0.0011940298507462687,27.420149253731342,3.0141727784267514
