episode,n_steps,mean_clearing_price,std_clearing_price,min_clearing_price,max_clearing_price,mean_demand_mw,mean_rho,agent_0_total_reward,agent_0_mean_reward,agent_0_std_reward,agent_0_clip_rate,agent_0_action_entropy,agent_1_total_reward,agent_1_mean_reward,agent_1_std_reward,agent_1_clip_rate,agent_1_action_entropy
0,335,26.9537592632223,13.906744899804977,-2.795012700653026,68.14977724577078,54581.564179104476,0.6926191895310029,79047.82250112509,235.96364925708983,329.9589497113642,0.03283582089552239,3.3750555433099474,92016.18215298881,274.6751706059367,444.56371430315176,0.03880597014925373,3.177494285845545
1,335,27.460585341514737,14.060526584282707,-5.69,69.49157927493444,54882.692537313436,0.688551934305589,88865.2487922901,265.2693993799705,318.10292351310477,0.0029850746268656717,2.9596604609343538,100486.1180489364,299.95856134010864,437.47186899211084,0.0,2.917146881011519
2,335,27.61302260229699,14.416288064781567,-5.69,73.37937945144922,55185.385074626865,0.6867238142854917,89152.54252700368,266.1269926179214,345.7736715701029,0.0,2.9541453867975123,103877.28467351073,310.0814467865992,473.95064607118525,0.0,2.913034262497509
3,335,27.59633731438699,14.608168964902083,-4.313571820591395,68.90736954678876,55438.3223880597,0.6865933361047131,91450.07170654969,272.9852886762677,340.9344433287417,0.0,2.9508227984612625,100273.5436436226,299.3240108764854,461.10233804977685,0.0,2.896869574015979
4,335,28.685995570067348,13.028549142011828,-0.7591479493757562,66.99680516509007,56408.05373134329,0.681740966521484,93602.25356048683,279.4097121208562,337.1569949102312,0.0,2.9365317523757923,102213.99582774803,305.1164054559643,454.912948784041,0.0,2.9116880530615687
5,335,30.367687553157733,15.226065083249651,-5.69,90.40713847885193,57018.068656716416,0.6662436880775157,108335.01327790428,323.3880993370277,389.6794767466462,0.0,2.9270297504906466,121425.50598909681,362.46419698237855,488.3078886591252,0.0,2.9098947601375964
6,335,32.1775179567492,17.592718257658984,-4.548663106987271,125.71926165479118,57611.14029850746,0.65200567721322,115610.86828430758,345.10706950539577,441.14170286657446,0.0,2.9485336313733517,123438.86794047753,368.4742326581419,523.1586951496369,0.0,2.9267171512246937
7,335,37.38914241288494,27.070653039119026,-3.0319730400801004,187.746480825822,58055.62985074627,0.6209082096725327,139957.557840697,417.7837547483493,582.36359861725,0.0029850746268656717,3.0044463552545015,174775.39702162545,521.7176030496282,816.6523194345122,0.0,2.9408355809367426
8,335,36.354086641969296,27.06385740872926,-3.9073330034877953,177.6977452794424,57860.03283582089,0.6283706280098541,133918.1631094411,399.7557107744511,582.0767186173844,0.0,3.030256087184616,164798.72032886065,491.9364785936139,808.8235560806904,0.0,2.9131130249167967
9,335,36.7566877468849,26.708610078529432,-5.69,177.10201711496805,57444.7671641791,0.6250196554533397,141180.57781099118,421.43456062982443,575.5075766762874,0.0,3.0146730660158467,161886.03665704353,483.24190046878664,791.2049752763866,0.0,2.9000253662922852
