episode,n_steps,mean_clearing_price,std_clearing_price,min_clearing_price,max_clearing_price,mean_demand_mw,mean_rho,agent_RL_Agent_0_total_reward,agent_RL_Agent_0_mean_reward,agent_RL_Agent_0_std_reward,agent_RL_Agent_0_clip_rate,agent_RL_Agent_0_action_entropy,agent_RL_Agent_0_greedy_entropy,agent_RL_Agent_0_mean_bid_price,agent_RL_Agent_0_mean_bid_qty_mw,agent_RL_Agent_1_total_reward,agent_RL_Agent_1_mean_reward,agent_RL_Agent_1_std_reward,agent_RL_Agent_1_clip_rate,agent_RL_Agent_1_action_entropy,agent_RL_Agent_1_greedy_entropy,agent_RL_Agent_1_mean_bid_price,agent_RL_Agent_1_mean_bid_qty_mw,agent_RL_Agent_2_total_reward,agent_RL_Agent_2_mean_reward,agent_RL_Agent_2_std_reward,agent_RL_Agent_2_clip_rate,agent_RL_Agent_2_action_entropy,agent_RL_Agent_2_greedy_entropy,agent_RL_Agent_2_mean_bid_price,agent_RL_Agent_2_mean_bid_qty_mw,agent_Cost Plus Markup Baseline Agent_total_reward,agent_Cost Plus Markup Baseline Agent_mean_reward,agent_Cost Plus Markup Baseline Agent_std_reward,agent_Cost Plus Markup Baseline Agent_clip_rate,agent_Cost Plus Markup Baseline Agent_action_entropy,agent_Cost Plus Markup Baseline Agent_mean_bid_price,agent_Cost Plus Markup Baseline Agent_mean_bid_qty_mw,agent_Quantile Baseline Agent_total_reward,agent_Quantile Baseline Agent_mean_reward,agent_Quantile Baseline Agent_std_reward,agent_Quantile Baseline Agent_clip_rate,agent_Quantile Baseline Agent_action_entropy,agent_Quantile Baseline Agent_mean_bid_price,agent_Quantile Baseline Agent_mean_bid_qty_mw
30,335,22.388723453693018,10.277154156899213,-3.804921456676858,52.86444822386975,48886.36716417911,0.7297055771687249,55280.60248653031,165.01672384038898,288.88084086594074,0.0,0.7188,0.7188,55.36882276119403,26.800373134328357,56308.92839848883,168.08635342832488,301.00674301253196,0.0,0.6567,0.6567,61.79847761194031,24.654850746268657,57195.697170666404,170.73342439004898,276.2323252613801,0.0,0.7174,0.7174,20.817305970149256,23.479477611940297,56141.26747938557,167.58587307279274,405.16125434626497,0.0,-0.0,33.685,46.875,39654.1932326737,118.37072606768268,305.96107824566417,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
31,335,22.985012645397397,9.93620136699877,1.3065223151306418,50.00428788507501,49088.15223880597,0.7264108028118442,55021.59632613915,164.24357112280344,286.00393824865483,0.0,0.7323,0.7323,55.92043656716419,26.800373134328357,54487.95446771171,162.65061035137825,284.5678070263404,0.0,0.6698,0.6698,58.144587686567164,25.401119402985074,57198.41919433008,170.74154983382115,276.15907474003404,0.0,0.7308,0.7308,20.72743656716418,23.57276119402985,60239.696124653296,179.81998843180088,416.71757270271115,0.0,-0.0,33.685,46.875,34861.51010796817,104.06420927751692,298.17878913968406,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
32,335,22.854845283860886,10.117643851175897,-3.2532750022708257,53.637443752221714,49510.68059701493,0.72698928073301,55584.08502293062,165.9226418594944,289.5186132111346,0.0,0.7341,0.7341,55.40519402985074,26.986940298507463,57252.50059839197,170.90298686087155,298.1007854346995,0.0,0.6703,0.6703,57.844895522388065,25.58768656716418,58095.245403245484,173.41864299476265,270.07107414937076,0.0,0.7361,0.7361,20.906623134328356,23.64738805970149,55872.01523102531,166.782135017986,402.50915325554365,0.0,-0.0,33.685,46.875,36501.41111680537,108.95943616956828,289.74258398297,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
33,335,23.216635452416917,10.116013811414772,-5.240692092120265,48.62662962413659,50133.292537313435,0.7246039625949979,54204.57283888937,161.8046950414608,281.4845402097368,0.0,0.7363,0.7363,53.765192164179105,26.83768656716418,64050.17448497304,191.19455070141206,302.95574646706774,0.0,0.6706,0.6706,58.7011119402985,25.513059701492537,58709.47308462691,175.25215846157286,263.01724342790607,0.0,0.7384,0.7384,20.954139925373134,23.53544776119403,51046.664957068235,152.37810434945743,388.2713876354431,0.0,-0.0,33.685,46.875,40725.6595540113,121.56913299704865,307.7412366559902,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
34,335,23.39822951468534,9.842975923816994,-5.69,50.615789797451114,50347.05970149254,0.723896270085029,54768.86794630004,163.48915804865683,283.3982603842938,0.0,0.7361,0.7361,49.513108208955224,27.117537313432837,58770.772221112544,175.4351409585449,301.05026288842515,0.0,0.6729,0.6729,62.638964552238804,25.363805970149254,59995.265436500835,179.09034458656964,266.35965454677626,0.0,0.7426,0.7426,20.98470895522388,23.64738805970149,56229.33279454396,167.848754610579,403.60144407067907,0.0,-0.0,33.685,46.875,47086.604954457434,140.55702971479832,324.30748502855425,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
35,335,24.006498543509345,9.848911292365424,-2.4545147221842085,56.588160291965096,51809.4,0.7198531845274867,59932.04084203111,178.9016144538242,294.5369312971855,0.0,0.739,0.739,48.70732462686568,26.89365671641791,67619.05659417012,201.84793013185111,308.8964439941892,0.0,0.6789,0.6789,63.608729477611945,25.66231343283582,63612.043912735,189.88669824697013,262.71070277262436,0.0,0.7449,0.7449,21.132565298507462,23.815298507462686,61497.79053662991,183.57549413919375,413.34892339277536,0.0,-0.0,33.685,46.875,45060.24931820555,134.50820692001656,314.6893962445965,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
36,335,30.47060475110022,41.45194958118895,-3.4962266065995005,542.83,53650.53731343283,0.6894320470968989,113755.2476708675,339.56790349512687,1172.7549303889166,0.0,0.739,0.739,47.74591977611941,26.93097014925373,128739.19871734071,384.2961155741514,1421.565614928846,0.0,0.6827,0.6827,63.17136940298508,26.128731343283583,124624.74581861761,372.01416662273914,1189.3796438746049,0.0,0.7468,0.7468,21.503147388059702,24.188432835820894,170326.0718552235,508.4360353887269,1965.1349008258062,0.0,-0.0,33.685,46.875,144838.86661739368,432.35482572356324,1948.628088977997,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
37,335,33.95875744212089,43.25222728458424,-1.6528181738788355,537.667154592016,55085.45671641791,0.6635812957454476,154717.07944355474,461.8420281897157,1229.7458346320907,0.0,0.7653,0.7653,43.71644962686568,27.67723880597015,155749.91882433573,464.92513081891263,1493.9337333731867,0.0,0.7121,0.7121,61.95927985074627,25.419776119402986,144474.97478039603,431.268581434018,1208.697937540979,0.0,0.7549,0.7549,21.03868843283582,24.207089552238806,225719.16252866894,673.7885448616984,2064.089395330061,0.0,-0.0,33.685,46.875,190977.8613039726,570.0831680715601,2009.5506761221584,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
38,335,36.29001649021423,44.10267332995992,-2.217365349207199,542.83,56169.45671641791,0.6453275230525453,180525.5841400741,538.8823407166391,1254.0210612929714,0.0,0.7742,0.7742,42.96848694029851,27.882462686567163,176503.88913986005,526.8772810145076,1550.0879938380665,0.0,0.7242,0.7242,58.15571641791045,24.729477611940297,156268.62104687485,466.473495662313,1218.716967212566,0.0,0.7573,0.7573,20.471589552238804,24.636194029850746,253870.64307491257,757.8228151489927,2117.981718329646,0.0,-0.0,33.685,46.875,216962.4975309968,647.6492463611845,2038.6163631206166,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
39,335,36.86789114951085,43.67971334450097,-5.054810271007238,542.83,56619.99701492537,0.6404834301918071,185826.18211786618,554.7050212473617,1243.333678269166,0.0,0.7789,0.7789,41.63555410447762,27.67723880597015,182216.95157194516,543.9311987222244,1529.963445854509,0.0,0.7306,0.7306,56.26878171641792,25.15858208955224,156572.04467231102,467.3792378277941,1210.9162966361932,0.0,0.7599,0.7599,20.05302425373134,24.617537313432837,266881.57478009525,796.6614172540156,2099.5891386370076,0.0,-0.0,33.685,46.875,224117.47337256256,669.0073832016793,2029.05476987407,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
40,335,37.20601847347212,44.01096442000532,-5.69,542.83,56608.26865671642,0.635838141435116,189862.51594342417,566.7537789355945,1246.3148665151466,0.0,0.7787,0.7787,42.40177985074627,27.416044776119403,191274.11462793854,570.9675063520554,1555.3618548466964,0.0,0.7286,0.7286,56.263164179104486,25.21455223880597,163853.18321601104,489.11397974928667,1215.8671629653684,0.0,0.7557,0.7557,20.021837686567164,24.225746268656717,287545.07958883117,858.3435211606901,2103.1956197805353,0.0,-0.0,33.685,46.875,233779.99041316233,697.8507176512309,2035.5729391640648,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
41,335,37.84388611770798,43.763816465387734,-3.0704319562830076,542.83,56256.653731343285,0.6304948657542502,196143.87459504296,585.504103268785,1243.274892780166,0.0,0.7777,0.7777,41.21151492537314,27.472014925373134,192926.15589490446,575.8989728206103,1539.667042004242,0.0,0.7242,0.7242,56.50010820895524,24.692164179104477,168437.6710287846,502.7990179963719,1211.4783001093847,0.0,0.7529,0.7529,19.669218283582087,23.92723880597015,298452.8211306878,890.9039436736948,2093.4273448597583,0.0,-0.0,33.685,46.875,247646.11092001136,739.2421221492876,2024.4159726409002,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
42,335,36.86531036758391,44.229258819372916,-5.69,542.1137465929012,55835.558208955226,0.6374343131992476,189424.29742767013,565.4456639631944,1243.0092772354785,0.0,0.7712,0.7712,41.21888059701493,27.192164179104477,188172.14119068952,561.707884151312,1552.7456223305016,0.0,0.7217,0.7217,55.64883955223881,24.057835820895523,164521.5431461503,491.1090840183591,1204.0284819300393,0.0,0.7446,0.7446,19.405630597014923,24.095149253731343,291533.19416553405,870.2483407926389,2101.10375392474,0.0,-0.0,33.685,46.875,235189.16442107182,702.0572072270801,2025.2134001112497,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
43,335,37.74727001955225,43.77082368587359,-5.69,533.7076928912124,54993.83880597015,0.6315994326113177,193177.11311602432,576.648098853804,1257.3119398944336,0.0,0.7614,0.7614,43.10800373134329,27.583955223880597,190112.59151528566,567.5002731799572,1547.6913439513914,0.0,0.7122,0.7122,57.767233208955226,23.51679104477612,171471.19709403298,511.85431968368056,1216.173564305669,0.0,0.7382,0.7382,19.3379197761194,23.684701492537314,298866.81667743047,892.1397512759119,2090.9228307202375,0.0,-0.0,33.685,46.875,241524.7040454159,720.9692658072116,2024.8617413934185,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
44,335,37.1100363486404,44.263092904885134,-3.0772235603179636,542.83,54238.53134328358,0.6359322890531546,189447.5489069274,565.5150713639624,1256.3437755120092,0.0,0.7607,0.7607,40.43085634328358,27.546641791044777,184145.05919754383,549.6867438732652,1550.92731862988,0.0,0.7176,0.7176,54.85971082089552,23.666044776119403,169962.60508741246,507.35105996242527,1224.7083385380972,0.0,0.739,0.739,19.40460820895522,23.740671641791046,295935.38114225783,883.3891974395756,2105.7385530665542,0.0,-0.0,33.685,46.875,239813.95388560463,715.8625489122526,2038.4113848664238,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
45,335,37.90072964309132,43.465182822336814,-3.94980639587657,537.3518668009526,53887.54029850746,0.6305515552155326,192593.89355967465,574.9071449542527,1238.129103315931,0.0,0.7502,0.7502,40.2075,27.527985074626866,192739.3448591109,575.3413279376445,1540.3591352652688,0.0,0.7061,0.7061,58.08498507462687,23.722014925373134,166604.830717395,497.32785288774625,1200.9529144523628,0.0,0.7316,0.7316,19.805658582089553,23.013059701492537,297166.55922431283,887.0643558934712,2085.1144790161056,0.0,-0.0,33.685,46.875,243157.02293847606,725.841859517839,2014.810700202901,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
46,335,37.89072434326704,44.21282671188508,-5.190981327623607,542.83,53436.841791044775,0.6301985130123772,198169.53480730206,591.5508501710509,1255.159185082988,0.0,0.752,0.752,39.994912313432835,27.453358208955223,193372.62214057753,577.231707882321,1569.8067636406577,0.0,0.7118,0.7118,54.41252798507463,23.722014925373134,164625.29532290268,491.4187920086647,1219.1705858192443,0.0,0.7332,0.7332,19.951822761194027,23.14365671641791,295592.22877559956,882.3648620167152,2117.327522296121,0.0,-0.0,33.685,46.875,241963.4155509369,722.2788523908564,2043.6888311777493,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
47,335,38.38434747561383,44.097124801169386,-5.69,536.0640958515842,52846.18208955224,0.6265203142510662,200846.95445936167,599.5431476398855,1261.5284805639783,0.0,0.7485,0.7485,40.36848694029851,27.60261194029851,202018.3331382182,603.0398004125917,1576.1011077973612,0.0,0.7074,0.7074,56.11869776119403,23.871268656716417,167620.00162824104,500.3582138156449,1216.445001449536,0.0,0.7307,0.7307,19.841072761194027,23.050373134328357,304633.65397437726,909.3541909682904,2114.1367368565725,0.0,-0.0,33.685,46.875,249603.40399364807,745.0847880407405,2039.0978838063418,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
48,335,38.349650836188815,43.90474920701958,-4.434732123136319,536.7682712534411,52599.75820895522,0.6261309707706544,198920.6398142911,593.7929546695257,1256.9325630446149,0.0,0.7468,0.7468,40.50777611940299,27.67723880597015,195492.3395810583,583.5592226300248,1561.6428123609217,0.0,0.7126,0.7126,51.21817723880597,24.598880597014926,168768.61323026236,503.78690516496226,1212.2794875699226,0.0,0.7346,0.7346,20.02637313432836,23.199626865671643,309526.63817347505,923.9601139506718,2100.782566452438,0.0,-0.0,33.685,46.875,240956.63731298147,719.2735442178551,2039.4414153715916,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
49,335,38.727169976863706,43.94019880124601,-5.69,542.7091936572192,50976.31641791045,0.6235735314598293,204831.21507101954,611.4364628985658,1255.7884837722097,0.0,0.7485,0.7485,38.678804104477614,27.69589552238806,197914.09738400087,590.7883504000026,1565.5834215608588,0.0,0.7122,0.7122,51.92247014925373,23.740671641791046,171380.65777766623,511.58405306766036,1213.763859405342,0.0,0.7302,0.7302,19.788180970149252,23.404850746268657,316148.2617394261,943.7261544460481,2103.0953008682063,0.0,-0.0,33.685,46.875,253022.25204544375,755.2903046132649,2038.1214437707633,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
50,335,32.43597011738757,20.99670967599933,-5.69,136.12906421289088,49093.020895522386,0.6515541261472945,147530.4839437371,440.38950430966304,629.9992805569948,0.0,0.7443,0.7443,38.652380597014925,27.24813432835821,139923.5658452896,417.68228610534203,808.5519642121542,0.0,0.7121,0.7121,48.82576865671642,23.386194029850746,113245.18787023536,338.0453369260757,448.2022150444327,0.0,0.7207,0.7207,19.100205223880597,23.06902985074627,212549.82691734363,634.4770952756526,1031.166125896815,0.0,-0.0,33.685,46.875,153237.57816521003,457.4256064633135,821.1960721164296,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
51,335,30.032367919653808,16.095658398146995,-5.69,110.62336588852523,47516.26567164179,0.6694602877935573,121143.05888120466,361.6210712871781,495.6995065546382,0.0,0.742,0.742,40.21466604477612,26.613805970149254,122840.90472440206,366.689267834036,639.5985062947826,0.0,0.7033,0.7033,50.187735074626865,23.666044776119403,100120.95901840588,298.8685343833011,362.56782593046154,0.0,0.7119,0.7119,19.052016791044775,22.82649253731343,163061.0801199081,486.749492895248,794.5981304790436,0.0,-0.0,33.685,46.875,125613.75237157801,374.9664249897851,625.0988414163002,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
52,335,28.884736373387504,14.813749913738713,-5.554300095247715,125.18848393415473,46355.020895522386,0.6795534763385175,113407.6596244181,338.53032723706895,506.7436972622245,0.0,0.7388,0.7388,40.308535447761194,26.96828358208955,112730.65021368464,336.5094036229392,548.7453919017496,0.0,0.7001,0.7001,51.80653731343284,24.057835820895523,91315.92923202485,272.58486337917867,346.66400655572386,0.0,0.7144,0.7144,19.706729477611937,23.125,147313.21914793935,439.740952680416,722.0898282813763,0.0,-0.0,33.685,46.875,105772.86295176705,315.73988940825984,537.186623453761,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
53,335,27.996775283733115,15.047543858133876,-4.1147117326798135,130.85408481186437,45918.13731343284,0.6858844056216318,102801.22294941636,306.8693222370638,514.2083768375325,0.0,0.7388,0.7388,40.83258208955224,26.38992537313433,105334.32013499219,314.430806373111,540.555043022292,0.0,0.6967,0.6967,52.03304850746269,24.207089552238806,84828.61974743895,253.21976044011626,348.2440798662173,0.0,0.7152,0.7152,19.674156716417908,23.14365671641791,137140.45226676954,409.3744843784165,715.4561526022068,0.0,-0.0,33.685,46.875,92628.59430968884,276.50326659608606,515.2784794452842,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
54,335,28.892388585791814,16.51583997422814,-5.69,120.66336264974944,45785.35223880597,0.6785598003697226,117482.00408872799,350.692549518591,568.1469813873213,0.0,0.7374,0.7374,40.085229477611946,26.53917910447761,111267.76395046002,332.1425789565971,590.0617487324045,0.0,0.6896,0.6896,56.61698880597015,23.18097014925373,93755.60290590927,279.8674713609232,394.5656770765305,0.0,0.7079,0.7079,19.244550373134324,23.199626865671643,152165.8678077361,454.22647106786894,794.7733118271009,0.0,-0.0,33.685,46.875,106293.57118520403,317.2942423438926,621.7243122733581,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
55,335,28.71039688708052,16.914065081668106,-5.69,131.83097283704316,45776.931343283584,0.6799247681329407,114045.48575985048,340.43428585029994,571.0093799753848,0.0,0.742,0.742,41.82508208955224,26.277985074626866,112535.57548248692,335.9270909924983,609.3542940803087,0.0,0.6959,0.6959,55.5635447761194,23.666044776119403,90504.71170464736,270.1633185213354,377.94341286255946,0.0,0.71,0.71,19.2110223880597,23.050373134328357,148402.65224986197,442.99299179063274,806.5323021206252,0.0,-0.0,33.685,46.875,104462.08077501212,311.82710679108095,609.7388269432539,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
56,335,29.530638822817163,17.247496674716547,-5.69,127.58283735183637,45839.33432835821,0.6732947894597494,121019.88458869951,361.2533868319388,593.9372028047089,0.0,0.7446,0.7446,46.056565298507465,26.07276119402985,117789.99969241572,351.6119393803454,642.0232650530661,0.0,0.6951,0.6951,55.20028917910449,23.85261194029851,95751.2901370115,285.82474667764626,394.90390179512195,0.0,0.716,0.716,19.027013059701495,22.82649253731343,161046.64863484635,480.7362645816309,834.9893922508367,0.0,-0.0,33.685,46.875,103622.52365871302,309.320966145412,633.6466966553551,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
57,335,30.06530679801631,17.734176030806534,-5.69,121.19559427543551,46020.346268656715,0.6677071566304762,128025.33897447767,382.16519096859,605.7458041587835,0.0,0.7445,0.7445,48.381423507462685,25.71828358208955,130827.81725429292,390.5307977740087,658.4928058222943,0.0,0.7017,0.7017,52.7829421641791,24.35634328358209,98864.16946608729,295.11692377936504,408.23294627539394,0.0,0.7152,0.7152,18.954024253731344,22.75186567164179,179711.68330703647,536.4527859911536,852.4069888587394,0.0,-0.0,33.685,46.875,118672.68504745243,354.2468210371714,648.389799971493,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
58,335,30.903568759170902,18.340982475327174,-5.69,131.7481902199998,46284.08656716418,0.6613966795458224,134053.8753120497,400.16082182701405,637.5358240669253,0.0,0.7527,0.7527,48.587688432835826,25.774253731343283,141834.45202407183,423.3864239524532,701.1982873710584,0.0,0.7109,0.7109,51.71775932835821,24.76679104477612,102989.64143258272,307.43176547039616,434.53929786335385,0.0,0.7208,0.7208,18.82353358208955,22.863805970149254,185751.26660394034,554.4813928475832,889.5356949645839,0.0,-0.0,33.685,46.875,123764.58450775582,369.4465209186741,675.9617434333468,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
59,335,30.13074823127117,18.44240770616213,-1.8698901600636724,127.2449479046236,46437.04179104478,0.6658809490856259,133775.5231389886,399.3299198178764,637.7235428101264,0.0,0.7576,0.7576,51.521013059701495,25.792910447761194,139550.24903789995,416.56790757582075,693.1458954290067,0.0,0.7171,0.7171,49.17182462686568,25.027985074626866,105971.27876313744,316.3321754123506,435.0741377319474,0.0,0.7263,0.7263,19.08036567164179,23.61007462686567,184630.3821412124,551.135469078246,873.0446800381437,0.0,-0.0,33.685,46.875,115097.41492157312,343.57437290021824,651.0247081700752,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
60,335,31.025798408006036,18.79403066922189,-3.5092991794389836,125.7478904230262,46375.528358208954,0.6604067326976533,135078.2736142336,403.21872720666744,652.3323310975909,0.0,0.7498,0.7498,50.71652985074628,25.99813432835821,143176.72308937836,427.3932032518757,730.7024736886326,0.0,0.7118,0.7118,51.32387126865673,25.13992537313433,110524.0082143397,329.92241258011853,470.51286396409824,0.0,0.718,0.718,19.16481343283582,23.57276119402985,195437.53290213709,583.3956206033943,914.7876597823815,0.0,-0.0,33.685,46.875,125641.80550476172,375.0501656858559,678.941331243968,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
61,335,31.633359678079508,21.657545425056874,-4.259867843088395,164.60806782580215,46326.30447761194,0.655862145259545,146642.94886444754,437.7401458640225,676.5178096483481,0.0,0.7524,0.7524,50.48967723880597,25.58768656716418,166048.48593069735,495.66712218118613,876.7181314712861,0.0,0.7136,0.7136,46.401042910447764,25.58768656716418,111927.60150242006,334.11224329080613,457.24871915781716,0.0,0.7225,0.7225,18.996505597014924,23.740671641791046,211197.28591447888,630.4396594462056,1028.9390824004915,0.0,-0.0,33.685,46.875,133221.1231691303,397.6749945347173,711.1795210219568,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
62,335,31.347354596889026,22.418622204525324,-4.719351334107868,168.44627738260002,46353.45970149254,0.6577600208958915,146235.6832145529,436.52442750612806,695.1597275703249,0.0,0.747,0.747,52.378082089552244,25.307835820895523,169414.47590914156,505.71485346012406,902.0369157729212,0.0,0.7037,0.7037,49.43433395522388,25.382462686567163,110732.58627716152,330.54503366316874,464.69452993723024,0.0,0.7089,0.7089,18.68774067164179,23.14365671641791,215259.47261552932,642.5655898971024,1049.389390207287,0.0,-0.0,33.685,46.875,132301.4778383869,394.9297845921997,731.41732160258,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
63,335,31.319133504971507,22.311367847546112,-5.69,160.33123819575363,46496.12835820895,0.6575938540377924,147021.33569830476,438.86965880090975,699.6031652799489,0.0,0.751,0.751,52.4933880597015,25.475746268656717,172125.78860348673,513.8083241895126,900.2841903879125,0.0,0.7047,0.7047,46.10088992537313,25.792910447761194,107384.77194102353,320.55155803290603,470.39113087789127,0.0,0.7101,0.7101,18.462149253731344,22.71455223880597,217529.3987718686,649.3414888712496,1044.185249333523,0.0,-0.0,33.685,46.875,124781.61953210649,372.482446364497,716.5192251444678,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
64,335,31.974519611540575,21.743596817808182,-5.564819873823238,168.6845316328345,46414.66567164179,0.6534197477876255,150375.1482894621,448.8810396700361,692.5319373500939,0.0,0.7446,0.7446,52.5387052238806,25.774253731343283,174025.15441670828,519.4780728856963,882.7182471401898,0.0,0.6953,0.6953,49.1532723880597,25.68097014925373,107422.86306143142,320.6652628699445,462.5982997656926,0.0,0.7038,0.7038,18.625992537313433,22.73320895522388,218359.92541885615,651.820672892108,1038.595423620944,0.0,-0.0,33.685,46.875,133595.99825699715,398.7940246477527,736.8804088051995,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
65,335,31.030635219008623,22.37104070625485,-5.69,168.64696806873897,46349.558208955226,0.6600359030099631,142008.9314342675,423.9072580127388,690.0749467805891,0.0,0.7449,0.7449,51.677093283582096,25.904850746268657,166836.6084343497,498.0197266697006,894.9731161106357,0.0,0.7008,0.7008,48.8317947761194,25.699626865671643,103967.19280024749,310.34982925447014,474.5199794510508,0.0,0.7095,0.7095,18.66095708955224,22.863805970149254,205656.58460633137,613.900252556213,1052.2907653799473,0.0,-0.0,33.685,46.875,124455.86887052306,371.51005632991956,725.1151377233067,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
66,335,29.337318604937472,21.75493405345243,-4.58601815567336,165.30791013339544,46184.81194029851,0.6707124368383482,129157.37422100862,385.5444006597272,627.8533131965548,0.0,0.7365,0.7365,52.34645895522388,25.60634328358209,153800.20306631463,459.1050837800437,867.3455846419348,0.0,0.6894,0.6894,53.22111380597015,25.027985074626866,96577.04374120629,288.289682809571,449.1791761922566,0.0,0.6963,0.6963,18.479910447761192,22.34141791044776,184809.0476331291,551.668798904863,999.0589368987678,0.0,-0.0,33.685,46.875,110561.3632153706,330.0339200458824,700.1221131881189,0.14925373134328357,0.4312,69.85205037313435,41.27798507462686
67,335,30.102797341309785,21.699494584958046,-5.418917166369592,164.2979886895865,46202.119402985074,0.6660164101297168,133124.22381592693,397.38574273411024,636.1978570566353,0.0,0.7229,0.7229,50.15037873134329,26.222014925373134,158449.1299938167,472.98247759348266,880.0037306245024,0.0,0.6743,0.6743,58.3754645522388,24.41231343283582,101335.82268453005,302.4949930881494,455.91623845704765,0.0,0.6862,0.6862,18.88660634328358,22.30410447761194,198653.41989260717,592.9952832615139,1008.1855685253067,0.0,-0.0,33.685,46.875,117480.73654175879,350.6887657962949,713.5954461691086,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
68,335,29.20655248670625,20.326638848514147,-5.69,167.5187463057249,46272.81791044776,0.6733197454557579,122408.98766772867,365.39996318724974,580.6604313633812,0.0,0.7259,0.7259,50.92866604477612,26.09141791044776,152331.30538517018,454.72031458259755,828.4838520251058,0.0,0.6788,0.6788,56.68556156716418,25.009328358208954,95064.24744979804,283.7738729844718,436.02309215514975,0.0,0.6946,0.6946,18.986408582089553,22.26679104477612,183928.13956108014,549.0392225703885,935.7958451735203,0.0,-0.0,33.685,46.875,106272.80041632689,317.23224004873697,616.428114622536,0.14925373134328357,0.4317,69.88839552238807,41.27798507462686
69,335,31.679359153586944,24.391492706158434,-5.69,219.91003669418313,46516.68059701493,0.6603976134716003,142314.01480110319,424.81795463015874,671.4133957933985,0.0,0.7354,0.7354,47.35602425373135,26.48320895522388,176199.11047527613,525.9674939560482,1066.362753206879,0.0,0.6868,0.6868,57.25688619402986,24.878731343283583,108285.27122116383,323.2396155855637,437.3780606717122,0.0,0.7024,0.7024,19.216539179104476,22.490671641791046,213000.7471571854,635.8231258423444,1153.8402657250556,0.0,-0.0,33.685,46.875,122004.4455874509,364.19237488791316,629.5762563203036,0.14925373134328357,0.4316,69.87476865671643,41.27798507462686
70,335,31.917875434970124,24.558917937062223,-4.699189674717183,212.08075175294948,46802.99402985074,0.6597478049154337,140170.84424086777,418.4204305697545,685.0590708703353,0.0,0.7426,0.7426,44.84990671641791,26.07276119402985,185710.1418096591,554.3586322676391,1085.907454039286,0.0,0.6979,0.6979,54.65326679104478,25.71828358208955,105380.95320914441,314.57000957953557,442.1398345931372,0.0,0.7064,0.7064,19.181824626865673,22.546641791044777,211388.83779586622,631.0114561070633,1174.3966152612115,0.0,-0.0,33.685,46.875,109459.26469752629,326.7440737239591,618.7292067115183,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
71,335,31.75214886953982,24.548950210832896,-5.135276299447443,216.98486986523656,46761.880597014926,0.6627153635561754,134732.2749990924,402.18589551967875,662.2731294607283,0.0,0.7433,0.7433,41.67268097014926,26.240671641791046,180938.2543033878,540.1141919504114,1097.014543579024,0.0,0.698,0.698,55.967175373134324,25.64365671641791,99607.1300276921,297.3347165005734,418.116511395548,0.0,0.7033,0.7033,19.674111940298506,22.67723880597015,199863.61494434837,596.607805804025,1178.7355290180697,0.0,-0.0,33.685,46.875,104875.28938206435,313.06056531959507,588.0352283026837,0.14925373134328357,0.4312,69.85205037313433,41.27798507462686
