agent,total_reward,mean_reward,std_reward,clip_rate,action_entropy,greedy_entropy,mean_bid_price,mean_bid_qty_mw
0,115542.45270181536,344.90284388601606,642.6987016824459,0.00013432835820895522,0.7328140000000001,0.7326239999999999,39.43745710820896,26.51194029850746
1,134411.7250652986,401.2290300456675,812.7796065599646,0.00034328358208955223,0.68994,0.6891104999999998,58.13033711753731,25.774347014925375
2,92360.33711250307,275.7024988432927,430.0572800962151,8.955223880597016e-05,0.7039705,0.703555,20.034906156716417,22.893003731343285
3,165633.64208053186,494.4287823299459,1009.4043616525046,0.0,0.0,,33.685,46.875
4,102476.62354157488,305.9003687808206,665.3878639486353,0.14925373134328357,0.4313820000000001,,69.86349981343285,41.27798507462687
