source,target,agent_id,from_policy_id,to_policy_id,gain_mean,gain_lcb,decision_rule,epsilon
a0:learned_agent_0__price_up_1|a1:learned_agent_1,a0:learned_agent_0__quantity_up_1|a1:learned_agent_1,0,learned_agent_0__price_up_1,learned_agent_0__quantity_up_1,26125.771880435525,25957.82068969189,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1,a0:learned_agent_0__price_up_1|a1:cost_plus_agent_1,1,learned_agent_1,cost_plus_agent_1,99153.95498219118,98883.72444916736,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1,a0:learned_agent_0__price_up_1|a1:hist_quantile_agent_1,1,learned_agent_1,hist_quantile_agent_1,30075.905918746063,29826.732216329347,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1,a0:learned_agent_0__price_up_1|a1:learned_agent_1__price_down_1,1,learned_agent_1,learned_agent_1__price_down_1,8358.912718503809,8277.388250949965,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1,a0:learned_agent_0__price_up_1|a1:learned_agent_1__quantity_up_1,1,learned_agent_1,learned_agent_1__quantity_up_1,13500.360386271015,13477.127126481037,conservative,0.0
a0:learned_agent_0__price_up_1|a1:cost_plus_agent_1,a0:learned_agent_0|a1:cost_plus_agent_1,0,learned_agent_0__price_up_1,learned_agent_0,12091.529760997742,11938.742627478305,conservative,0.0
a0:learned_agent_0__price_up_1|a1:cost_plus_agent_1,a0:cost_plus_agent_0|a1:cost_plus_agent_1,0,learned_agent_0__price_up_1,cost_plus_agent_0,102991.12819564177,102714.71357859153,conservative,0.0
a0:learned_agent_0__price_up_1|a1:cost_plus_agent_1,a0:hist_quantile_agent_0|a1:cost_plus_agent_1,0,learned_agent_0__price_up_1,hist_quantile_agent_0,33917.3034383413,33645.03687167792,conservative,0.0
a0:learned_agent_0__price_up_1|a1:cost_plus_agent_1,a0:learned_agent_0__price_down_1|a1:cost_plus_agent_1,0,learned_agent_0__price_up_1,learned_agent_0__price_down_1,26542.04495178769,26429.89827539212,conservative,0.0
a0:learned_agent_0__price_up_1|a1:cost_plus_agent_1,a0:learned_agent_0__quantity_up_1|a1:cost_plus_agent_1,0,learned_agent_0__price_up_1,learned_agent_0__quantity_up_1,26098.409079829282,25929.110136881907,conservative,0.0
a0:learned_agent_0__price_up_1|a1:hist_quantile_agent_1,a0:learned_agent_0|a1:hist_quantile_agent_1,0,learned_agent_0__price_up_1,learned_agent_0,12103.517172954693,11947.700797263557,conservative,0.0
a0:learned_agent_0__price_up_1|a1:hist_quantile_agent_1,a0:cost_plus_agent_0|a1:hist_quantile_agent_1,0,learned_agent_0__price_up_1,cost_plus_agent_0,103015.68312885208,102739.94631156123,conservative,0.0
a0:learned_agent_0__price_up_1|a1:hist_quantile_agent_1,a0:hist_quantile_agent_0|a1:hist_quantile_agent_1,0,learned_agent_0__price_up_1,hist_quantile_agent_0,34190.76894763482,33907.336093935504,conservative,0.0
a0:learned_agent_0__price_up_1|a1:hist_quantile_agent_1,a0:learned_agent_0__price_down_1|a1:hist_quantile_agent_1,0,learned_agent_0__price_up_1,learned_agent_0__price_down_1,26543.24245985434,26431.695299924737,conservative,0.0
a0:learned_agent_0__price_up_1|a1:hist_quantile_agent_1,a0:learned_agent_0__quantity_up_1|a1:hist_quantile_agent_1,0,learned_agent_0__price_up_1,learned_agent_0__quantity_up_1,26114.855564210524,25941.53392033039,conservative,0.0
a0:learned_agent_0__price_up_1|a1:hist_quantile_agent_1,a0:learned_agent_0__price_up_1|a1:cost_plus_agent_1,1,hist_quantile_agent_1,cost_plus_agent_1,69078.04906344513,68863.35861748854,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1__price_up_1,a0:learned_agent_0|a1:learned_agent_1__price_up_1,0,learned_agent_0__price_up_1,learned_agent_0,12099.152612154134,11946.113354772368,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1__price_up_1,a0:cost_plus_agent_0|a1:learned_agent_1__price_up_1,0,learned_agent_0__price_up_1,cost_plus_agent_0,102963.82805101182,102684.35819643205,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1__price_up_1,a0:hist_quantile_agent_0|a1:learned_agent_1__price_up_1,0,learned_agent_0__price_up_1,hist_quantile_agent_0,33904.55322295651,33622.255727226955,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1__price_up_1,a0:learned_agent_0__price_down_1|a1:learned_agent_1__price_up_1,0,learned_agent_0__price_up_1,learned_agent_0__price_down_1,26518.279435382916,26400.61033428396,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1__price_up_1,a0:learned_agent_0__quantity_up_1|a1:learned_agent_1__price_up_1,0,learned_agent_0__price_up_1,learned_agent_0__quantity_up_1,26071.697866706294,25904.013178746296,conservative,0.0
a0:learned_agent_0__price_up_1|a1:learned_agent_1__price_up_1,a0:learned_agent_0__price_up_1|a1:learned_agent_1,1,learned_agent_1__price_up_1,learned_agent_1,12531.548740513956,12390.707593457064,conservative,0.0
